Age,Gender,Years of Experience,Salary
27,2,4,83577
33,4,9,117904
36,2,11,134482
54,4,30,184660
30,2,5,100151
26,4,3,88678
45,2,21,181285
38,4,16,154990
31,2,7,108204
42,4,19,175684
28,2,5,77766
48,4,24,192211
36,2,13,144647
43,4,20,162231
33,2,9,121120
26,4,4,79652
50,2,21,177002
27,4,5,87584
38,2,13,131860
54,4,28,182013
31,2,7,108799
36,4,13,135378
45,2,22,183530
42,4,18,150901
28,2,4,82697
48,4,26,194638
36,2,12,130356
43,4,18,152560
33,2,9,121432
26,4,2,63789
50,2,23,183690
41,4,16,151310
29,2,6,100358
38,4,15,148437
48,2,22,168691
31,4,8,115000
28,4,1,50000
32,2,5,100000
26,4,2,60000
33,2,6,90000
29,4,3,70000
42,4,12,170000
36,2,8,130000
27,4,1,50000
34,2,7,120000
29,4,4,80000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
30,2,4,80000
29,4,3,70000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
27,2,3,70000
48,4,18,210000
34,4,9,140000
23,2,1,50000
32,4,7,110000
25,2,2,60000
37,4,11,160000
28,4,4,75000
41,2,16,200000
34,4,8,100000
24,2,2,55000
36,4,12,170000
30,2,5,90000
29,4,4,80000
42,4,14,180000
26,4,2,60000
35,2,9,120000
28,4,5,80000
30,2,4,60000
25,4,2,50000
45,2,18,160000
33,4,9,120000
22,2,0,40000
36,4,10,100000
29,2,4,75000
42,4,16,140000
27,2,2,50000
38,4,11,110000
24,2,1,45000
31,4,4,55000
39,2,13,130000
26,4,2,50000
32,2,7,80000
32,4,2,45000
24,2,1,32000
45,4,12,120000
29,2,4,65000
38,4,8,95000
27,2,5,80000
31,2,3,38000
42,4,10,110000
26,2,2,45000
36,4,7,89000
28,4,1,32000
33,2,5,70000
46,4,15,150000
25,2,1,40000
37,2,9,105000
30,4,4,65000
43,2,14,140000
34,4,3,50000
26,2,2,35000
41,4,11,115000
29,2,5,70000
35,4,6,80000
27,2,1,30000
40,4,13,135000
23,2,1,40000
39,4,10,105000
31,4,2,35000
44,2,12,120000
28,4,3,55000
32,2,2,45000
45,4,14,140000
26,2,3,55000
38,4,11,115000
27,2,4,70000
33,4,3,38000
42,2,13,135000
29,4,2,45000
36,2,7,85000
30,4,1,32000
43,2,15,150000
34,4,4,65000
25,2,1,32000
37,4,12,120000
24,2,1,40000
39,4,9,95000
31,4,2,35000
44,2,14,140000
28,4,3,55000
32,2,6,80000
45,4,13,135000
26,2,2,45000
38,4,8,95000
27,2,1,32000
33,4,5,70000
42,2,12,120000
29,4,4,70000
36,2,7,85000
30,4,2,33000
43,2,15,150000
34,4,3,50000
25,2,1,32000
37,4,11,115000
24,2,1,40000
39,4,10,105000
31,4,2,35000
44,2,13,135000
28,4,4,65000
32,2,6,80000
45,4,14,140000
26,2,2,45000
38,4,8,95000
27,2,1,32000
33,4,5,70000
42,2,12,120000
29,4,4,70000
36,2,7,85000
30,4,2,33000
43,2,15,150000
34,4,3,50000
25,2,1,32000
37,4,11,115000
24,2,1,40000
39,4,10,105000
31,4,2,35000
44,2,13,135000
28,4,4,65000
32,2,6,80000
45,4,14,140000
26,2,2,45000
38,4,8,95000
27,2,1,32000
33,4,5,70000
42,2,12,120000
29,4,4,70000
36,2,7,85000
30,4,2,33000
43,2,15,150000
34,4,3,50000
25,2,1,32000
37,4,11,115000
24,2,1,40000
39,4,10,105000
31,4,2,35000
44,2,13,135000
28,4,4,65000
32,2,6,80000
45,4,14,140000
26,2,2,45000
38,4,8,95000
27,2,1,32000
33,4,5,70000
42,2,12,120000
29,4,4,70000
36,2,7,85000
30,4,2,33000
43,2,15,150000
34,4,3,50000
25,2,1,32000
37,4,11,115000
32,4,2,45000
24,2,1,32000
45,4,12,120000
29,2,4,65000
38,4,8,95000
27,2,5,80000
31,2,3,38000
42,4,10,110000
26,2,2,45000
36,4,7,89000
28,4,1,32000
33,2,5,70000
46,4,15,150000
25,2,1,40000
37,2,9,105000
30,4,4,65000
43,2,14,140000
34,4,3,50000
26,2,2,35000
41,4,11,115000
29,2,5,70000
35,4,6,80000
27,2,1,30000
40,4,13,135000
23,2,1,40000
39,4,10,105000
31,4,2,35000
44,2,12,120000
28,4,3,55000
32,2,2,45000
45,4,14,140000
26,2,3,55000
38,4,11,115000
27,2,4,70000
33,4,3,38000
42,2,13,135000
29,4,2,45000
36,2,7,85000
30,4,1,32000
43,2,15,150000
34,4,4,65000
25,2,1,32000
37,4,12,120000
24,2,1,40000
39,4,9,95000
31,4,2,35000
44,2,14,140000
28,4,3,55000
32,2,6,80000
45,4,13,135000
26,2,2,45000
38,4,8,95000
27,2,1,32000
33,4,5,70000
42,2,12,120000
29,4,4,70000
36,2,7,85000
30,4,2,33000
43,2,15,150000
34,4,3,50000
25,2,1,32000
37,4,11,115000
24,2,1,40000
39,4,10,105000
31,4,2,35000
44,2,13,135000
28,4,4,65000
32,2,6,80000
45,4,14,140000
26,2,2,45000
38,4,8,95000
27,2,1,32000
33,4,5,70000
42,2,12,120000
29,4,4,70000
36,2,7,85000
30,4,2,33000
43,2,15,150000
34,4,3,50000
25,2,1,32000
37,4,11,115000
24,2,1,40000
39,4,10,105000
31,4,2,35000
44,2,13,135000
28,4,4,65000
32,2,6,80000
45,4,14,140000
26,2,2,45000
38,4,8,95000
27,2,1,32000
33,4,5,70000
42,2,12,120000
29,4,4,70000
36,2,7,85000
30,4,2,33000
43,2,15,150000
34,4,3,50000
25,2,1,32000
37,4,11,115000
24,2,1,40000
39,4,10,105000
31,4,2,35000
44,2,13,135000
28,4,4,65000
32,2,6,80000
45,4,14,140000
26,2,2,45000
38,4,8,95000
27,2,1,32000
33,4,5,70000
42,2,12,120000
29,4,4,70000
36,2,7,85000
30,4,2,33000
43,2,15,150000
34,4,3,50000
25,2,1,32000
37,4,11,115000
28,4,3,60000
37,2,9,100000
43,4,15,150000
31,2,4,55000
24,4,1,30000
29,2,5,70000
35,4,8,90000
26,2,2,40000
42,4,12,130000
34,2,6,75000
27,4,2,35000
38,2,10,110000
30,4,4,65000
45,4,18,180000
25,2,1,35000
40,2,11,120000
33,4,6,75000
29,2,1,30000
44,4,16,160000
26,4,3,60000
36,2,8,85000
31,4,5,70000
27,2,3,50000
42,4,13,140000
34,2,6,75000
28,4,2,35000
39,2,10,110000
31,4,4,65000
45,4,18,180000
25,2,1,35000
40,2,11,120000
33,4,6,75000
29,2,1,30000
44,4,16,160000
26,4,3,60000
36,2,8,85000
31,4,5,70000
27,2,3,50000
42,4,13,140000
34,2,6,75000
28,4,2,35000
39,2,10,110000
31,4,4,65000
45,4,18,180000
25,2,1,35000
40,2,11,120000
33,4,6,75000
29,2,1,30000
44,4,16,160000
26,4,3,60000
36,2,8,85000
31,4,5,70000
27,2,3,50000
42,4,13,140000
34,2,6,75000
28,4,2,35000
39,2,10,110000
31,4,4,65000
45,4,18,180000
25,2,1,35000
40,2,11,120000
33,4,6,75000
29,2,1,30000
44,4,16,160000
26,4,3,60000
36,2,8,85000
31,4,5,70000
27,2,3,50000
42,4,13,140000
34,2,6,75000
28,4,2,35000
39,2,10,110000
31,4,4,65000
45,4,18,180000
25,2,1,35000
40,2,11,120000
33,4,6,75000
29,2,1,30000
44,4,16,160000
26,4,3,60000
36,2,8,85000
31,4,5,70000
27,2,3,50000
42,4,13,140000
34,2,6,75000
28,4,2,35000
39,2,10,110000
31,4,4,65000
45,4,18,180000
25,2,1,35000
40,2,11,120000
33,4,6,75000
29,2,1,30000
44,4,16,160000
26,4,3,60000
36,2,8,85000
31,4,5,70000
27,2,3,50000
42,4,13,140000
34,2,6,75000
28,4,2,35000
39,2,10,110000
31,4,4,65000
45,4,18,180000
25,2,1,35000
40,2,11,120000
33,4,6,75000
29,2,1,30000
44,4,16,160000
26,4,3,60000
36,2,8,85000
31,4,5,70000
27,2,3,50000
42,4,13,140000
34,2,6,75000
28,4,2,35000
39,2,10,110000
31,4,4,65000
45,4,18,180000
25,2,1,35000
40,2,11,120000
33,4,6,75000
29,2,1,30000
44,4,16,160000
26,4,3,60000
27,4,3,60000
38,2,9,100000
44,4,15,150000
30,2,4,55000
23,4,1,30000
28,2,5,70000
34,4,8,90000
25,2,2,40000
41,4,12,130000
33,2,6,75000
26,4,2,35000
37,2,10,110000
29,4,4,65000
46,4,18,180000
26,2,1,35000
39,2,11,120000
32,4,6,75000
28,2,1,30000
43,4,16,160000
27,4,3,60000
35,2,8,85000
30,4,5,70000
26,2,3,50000
41,4,13,140000
33,2,6,75000
27,4,2,35000
38,2,10,110000
29,4,4,65000
46,4,18,180000
26,2,1,35000
39,2,11,120000
32,4,6,75000
28,2,1,30000
43,4,16,160000
27,4,3,60000
35,2,8,85000
30,4,5,70000
26,2,3,50000
41,4,13,140000
33,2,6,75000
27,4,2,35000
38,2,10,110000
29,4,4,65000
46,4,18,180000
26,2,1,35000
39,2,11,120000
32,4,6,75000
28,2,1,30000
43,4,16,160000
27,4,3,60000
35,2,8,85000
30,4,5,70000
26,2,3,50000
41,4,13,140000
33,2,6,75000
27,4,2,35000
38,2,10,110000
29,4,4,65000
46,4,18,180000
26,2,1,35000
39,2,11,120000
32,4,6,75000
28,2,1,30000
43,4,16,160000
27,4,3,60000
35,2,8,85000
30,4,5,70000
26,2,3,50000
41,4,13,140000
33,2,6,75000
27,4,2,35000
38,2,10,110000
29,4,4,65000
46,4,18,180000
26,2,1,35000
39,2,11,120000
32,4,6,75000
28,2,1,30000
43,4,16,160000
27,4,3,60000
35,2,8,85000
30,4,5,70000
26,2,3,50000
41,4,13,140000
33,2,6,75000
27,4,2,35000
38,2,10,110000
29,4,4,65000
46,4,18,180000
26,2,1,35000
39,2,11,120000
32,4,6,75000
28,2,1,30000
43,4,16,160000
27,4,3,60000
35,2,8,85000
30,4,5,70000
26,2,3,50000
41,4,13,140000
33,2,6,75000
27,4,2,35000
38,2,10,110000
29,4,4,65000
46,4,18,180000
26,2,1,35000
39,2,11,120000
32,4,6,75000
28,2,1,30000
43,4,16,160000
27,4,3,60000
35,2,8,85000
30,4,5,70000
26,2,3,50000
41,4,13,140000
33,2,6,75000
27,4,2,35000
38,2,10,110000
29,4,4,65000
46,4,18,180000
26,2,1,35000
39,2,11,120000
32,4,6,75000
28,2,1,30000
43,4,16,160000
27,4,3,60000
24,4,2,55000
32,2,7,90000
45,4,16,160000
28,2,4,60000
22,4,1,25000
29,2,5,70000
36,4,8,100000
27,2,3,45000
42,4,14,140000
34,2,6,75000
25,4,2,30000
39,2,11,120000
30,4,4,65000
47,4,19,190000
25,2,1,35000
40,2,12,130000
33,4,7,85000
29,2,1,25000
44,4,15,150000
28,4,3,60000
36,2,9,100000
31,4,6,75000
27,2,3,50000
42,4,14,140000
34,2,6,75000
26,4,2,30000
39,2,11,120000
30,4,4,65000
47,4,19,190000
25,2,1,35000
40,2,12,130000
33,4,7,85000
29,2,1,25000
44,4,15,150000
28,4,3,60000
36,2,9,100000
31,4,6,75000
27,2,3,50000
42,4,14,140000
34,2,6,75000
26,4,2,30000
39,2,11,120000
30,4,4,65000
47,4,19,190000
25,2,1,35000
40,2,12,130000
33,4,7,85000
29,2,1,25000
44,4,15,150000
28,4,3,60000
36,2,9,100000
31,4,6,75000
27,2,3,50000
42,4,14,140000
34,2,6,75000
26,4,2,30000
39,2,11,120000
30,4,4,65000
47,4,19,190000
25,2,1,35000
40,2,12,130000
33,4,7,85000
29,2,1,25000
44,4,15,150000
28,4,3,60000
36,2,9,100000
31,4,6,75000
27,2,3,50000
42,4,14,140000
34,2,6,75000
26,4,2,30000
39,2,11,120000
30,4,4,65000
47,4,19,190000
25,2,1,35000
40,2,12,130000
33,4,7,85000
29,2,1,25000
44,4,15,150000
28,4,3,60000
36,2,9,100000
31,4,6,75000
27,2,3,50000
42,4,14,140000
34,2,6,75000
26,4,2,30000
39,2,11,120000
30,4,4,65000
47,4,19,190000
25,2,1,35000
40,2,12,130000
33,4,7,85000
29,2,1,25000
44,4,15,150000
28,4,3,60000
36,2,9,100000
31,4,6,75000
27,2,3,50000
42,4,14,140000
34,2,6,75000
26,4,2,30000
39,2,11,120000
30,4,4,65000
47,4,19,190000
25,2,1,35000
40,2,12,130000
33,4,7,85000
29,2,1,25000
44,4,15,150000
28,4,3,60000
36,2,9,100000
31,4,6,75000
27,2,3,50000
42,4,14,140000
34,2,6,75000
26,4,2,30000
39,2,11,120000
30,4,4,65000
47,4,19,190000
25,2,1,35000
40,2,12,130000
33,4,7,85000
29,2,1,25000
44,4,15,150000
28,4,3,60000
31,4,5,80000
27,2,3,60000
38,4,12,130000
29,2,2,45000
23,4,1,25000
32,2,7,90000
44,4,18,170000
26,2,2,40000
40,4,15,150000
33,2,8,95000
24,4,1,25000
35,2,10,110000
29,4,4,70000
49,4,22,220000
26,2,2,35000
41,2,13,140000
36,4,9,110000
28,2,1,25000
43,4,16,160000
29,4,5,80000
39,2,11,120000
32,4,6,90000
28,2,2,45000
40,4,15,150000
33,2,8,95000
24,4,1,25000
35,2,10,110000
29,4,4,70000
49,4,22,220000
26,2,2,35000
41,2,13,140000
36,4,9,110000
28,2,1,25000
43,4,16,160000
29,4,5,80000
39,2,11,120000
32,4,6,90000
28,2,2,45000
40,4,15,150000
33,2,8,95000
24,4,1,25000
35,2,10,110000
29,4,4,70000
49,4,22,220000
26,2,2,35000
41,2,13,140000
36,4,9,110000
28,2,1,25000
43,4,16,160000
29,4,5,80000
39,2,11,120000
32,4,6,90000
28,2,2,45000
40,4,15,150000
33,2,8,95000
24,4,1,25000
35,2,10,110000
29,4,4,70000
49,4,22,220000
26,2,2,35000
41,2,13,140000
36,4,9,110000
28,2,1,25000
43,4,16,160000
29,4,5,80000
39,2,11,120000
32,4,6,90000
28,2,2,45000
40,4,15,150000
33,2,8,95000
24,4,1,25000
35,2,10,110000
29,4,4,70000
49,4,22,220000
26,2,2,35000
41,2,13,140000
36,4,9,110000
28,2,1,25000
43,4,16,160000
29,4,5,80000
39,2,11,120000
32,4,6,90000
28,2,2,45000
40,4,15,150000
33,2,8,95000
24,4,1,25000
35,2,10,110000
29,4,4,70000
49,4,22,220000
26,2,2,35000
41,2,13,140000
36,4,9,110000
28,2,1,25000
43,4,16,160000
29,4,5,80000
39,2,11,120000
32,4,6,90000
28,2,2,45000
40,4,15,150000
33,2,8,95000
24,4,1,25000
35,2,10,110000
29,4,4,70000
49,4,22,220000
26,2,2,35000
41,2,13,140000
36,4,9,110000
28,2,1,25000
43,4,16,160000
29,4,5,80000
39,2,11,120000
32,4,6,90000
28,2,2,45000
40,4,15,150000
33,2,8,95000
24,4,1,25000
35,2,10,110000
29,4,4,70000
49,4,22,220000
26,2,2,35000
41,2,13,140000
36,4,9,110000
28,2,1,25000
43,4,16,160000
29,4,5,80000
34,4,6,85000
31,2,4,62000
41,4,13,138000
27,2,2,47000
25,4,1,26000
33,2,8,95000
45,4,19,174000
28,2,2,41000
42,4,16,162000
34,2,9,99000
23,4,1,26000
36,2,11,117000
30,4,5,75000
50,4,23,225000
27,2,2,36000
43,2,14,146000
37,4,10,113000
29,2,1,26000
44,4,17,168000
30,4,6,85000
40,2,12,122000
33,4,7,96000
29,2,3,49000
43,4,16,162000
34,2,9,99000
23,4,1,26000
36,2,11,117000
30,4,5,75000
50,4,23,225000
27,2,2,36000
43,2,14,146000
37,4,10,113000
29,2,1,26000
44,4,17,168000
30,4,6,85000
40,2,12,122000
33,4,7,96000
29,2,3,49000
43,4,16,162000
34,2,9,99000
23,4,1,26000
36,2,11,117000
30,4,5,75000
50,4,23,225000
27,2,2,36000
43,2,14,146000
37,4,10,113000
29,2,1,26000
44,4,17,168000
30,4,6,85000
40,2,12,122000
33,4,7,96000
29,2,3,49000
43,4,16,162000
34,2,9,99000
23,4,1,26000
36,2,11,117000
30,4,5,75000
50,4,23,225000
27,2,2,36000
43,2,14,146000
37,4,10,113000
29,2,1,26000
44,4,17,168000
30,4,6,85000
40,2,12,122000
33,4,7,96000
29,2,3,49000
43,4,16,162000
34,2,9,99000
23,4,1,26000
36,2,11,117000
30,4,5,75000
50,4,23,225000
27,2,2,36000
43,2,14,146000
37,4,10,113000
29,2,1,26000
44,4,17,168000
30,4,6,85000
40,2,12,122000
33,4,7,96000
29,2,3,49000
43,4,16,162000
34,2,9,99000
23,4,1,26000
36,2,11,117000
30,4,5,75000
50,4,23,225000
27,2,2,36000
43,2,14,146000
37,4,10,113000
29,2,1,26000
44,4,17,168000
30,4,6,85000
40,2,12,122000
33,4,7,96000
29,2,3,49000
43,4,16,162000
34,2,9,99000
23,4,1,26000
36,2,11,117000
30,4,5,75000
50,4,23,225000
27,2,2,36000
43,2,14,146000
37,4,10,113000
29,2,1,26000
44,4,17,168000
30,4,6,85000
40,2,12,122000
33,4,7,96000
29,2,3,49000
43,4,16,162000
34,2,9,99000
23,4,1,26000
36,2,11,117000
30,4,5,75000
50,4,23,225000
27,2,2,36000
43,2,14,146000
37,4,10,113000
29,2,1,26000
44,4,17,168000
30,4,6,85000
32,2,8,95000
46,4,18,180000
28,2,2,41000
24,4,1,26000
31,2,5,68000
39,4,13,127000
25,2,2,47000
41,4,15,155000
35,2,8,92000
26,4,1,26000
37,2,12,125000
29,4,4,71000
51,4,24,240000
28,2,2,36000
44,2,15,152000
38,4,11,119000
30,2,1,26000
45,4,19,190000
31,4,6,85000
41,2,13,131000
34,4,8,101000
30,2,3,49000
44,4,18,182000
35,2,8,92000
26,4,1,26000
37,2,12,125000
29,4,4,71000
51,4,24,240000
28,2,2,36000
44,2,15,152000
38,4,11,119000
30,2,1,26000
45,4,19,190000
31,4,6,85000
41,2,13,131000
34,4,8,101000
30,2,3,49000
44,4,18,182000
35,2,8,92000
26,4,1,26000
37,2,12,125000
29,4,4,71000
51,4,24,240000
28,2,2,36000
44,2,15,152000
38,4,11,119000
30,2,1,26000
45,4,19,190000
31,4,6,85000
41,2,13,131000
34,4,8,101000
30,2,3,49000
44,4,18,182000
35,2,8,92000
26,4,1,26000
37,2,12,125000
29,4,4,71000
51,4,24,240000
28,2,2,36000
44,2,15,152000
38,4,11,119000
30,2,1,26000
45,4,19,190000
31,4,6,85000
41,2,13,131000
34,4,8,101000
30,2,3,49000
44,4,18,182000
35,2,8,92000
26,4,1,26000
37,2,12,125000
29,4,4,71000
51,4,24,240000
28,2,2,36000
44,2,15,152000
38,4,11,119000
30,2,1,26000
45,4,19,190000
31,4,6,85000
41,2,13,131000
34,4,8,101000
30,2,3,49000
44,4,18,182000
35,2,8,92000
26,4,1,26000
37,2,12,125000
29,4,4,71000
51,4,24,240000
28,2,2,36000
44,2,15,152000
38,4,11,119000
30,2,1,26000
45,4,19,190000
31,4,6,85000
41,2,13,131000
34,4,8,101000
30,2,3,49000
44,4,18,182000
35,2,8,92000
26,4,1,26000
37,2,12,125000
29,4,4,71000
51,4,24,240000
28,2,2,36000
44,2,15,152000
38,4,11,119000
30,2,1,26000
45,4,19,190000
31,4,6,85000
41,2,13,131000
34,4,8,101000
30,2,3,49000
44,4,18,182000
35,2,8,92000
26,4,1,26000
37,2,12,125000
29,4,4,71000
51,4,24,240000
28,2,2,36000
44,2,15,152000
38,4,11,119000
30,2,1,26000
45,4,19,190000
31,4,6,85000
41,2,13,131000
27,4,3,62000
42,2,16,137000
35,4,9,112000
29,2,2,45000
33,4,1,25000
36,2,7,91000
43,4,17,179000
31,2,5,74000
49,4,23,228000
28,2,2,37000
45,2,19,193000
38,4,11,119000
30,2,1,25000
45,4,20,204000
27,2,3,61000
41,4,15,157000
35,2,8,92000
26,4,1,52000
30,2,4,58000
48,4,22,219000
32,2,6,77000
34,4,8,104000
31,2,1,25000
45,4,20,204000
28,2,2,37000
44,2,18,183000
38,4,11,119000
30,2,1,25000
45,4,20,204000
27,2,3,61000
41,4,15,157000
35,2,8,92000
26,4,1,52000
30,2,4,58000
48,4,22,219000
32,2,6,77000
34,4,8,104000
31,2,1,25000
45,4,20,204000
28,2,2,37000
44,2,18,183000
38,4,11,119000
30,2,1,25000
45,4,20,204000
27,2,3,61000
41,4,15,157000
35,2,8,92000
26,4,1,52000
30,2,4,58000
48,4,22,219000
32,2,6,77000
34,4,8,104000
31,2,1,25000
45,4,20,204000
28,2,2,37000
44,2,18,183000
38,4,11,119000
30,2,1,25000
45,4,20,204000
27,2,3,61000
41,4,15,157000
35,2,8,92000
26,4,1,52000
30,2,4,58000
48,4,22,219000
32,2,6,77000
34,4,8,104000
31,2,1,25000
45,4,20,204000
28,2,2,37000
44,2,18,183000
38,4,11,119000
30,2,1,25000
45,4,20,204000
27,2,3,61000
41,4,15,157000
35,2,8,92000
26,4,1,52000
30,2,4,58000
48,4,22,219000
32,2,6,77000
34,4,8,104000
31,2,1,25000
45,4,20,204000
28,2,2,37000
44,2,18,183000
38,4,11,119000
30,2,1,25000
45,4,20,204000
27,2,3,61000
41,4,15,157000
35,2,8,92000
26,4,1,52000
30,2,4,58000
48,4,22,219000
32,2,6,77000
34,4,8,104000
31,2,1,25000
45,4,20,204000
28,2,2,37000
44,2,18,183000
38,4,11,119000
30,2,1,25000
45,4,20,204000
27,2,3,61000
41,4,15,157000
35,2,8,92000
26,4,1,52000
30,2,4,58000
48,4,22,219000
32,2,6,77000
34,4,8,104000
31,2,1,25000
45,4,20,204000
28,2,2,37000
44,2,18,183000
38,4,11,119000
30,2,1,25000
45,4,20,204000
27,2,3,61000
41,4,15,157000
35,2,8,92000
26,4,1,52000
30,2,4,58000
48,4,22,219000
32,2,6,77000
31,2,6,95000
28,4,2,45000
29,2,4,70000
35,4,10,110000
26,2,1,35000
32,4,5,60000
27,2,2,50000
39,4,12,120000
23,2,1,32000
30,4,4,65000
26,2,1,35000
42,4,14,130000
34,2,9,95000
28,4,2,43000
31,2,4,50000
29,4,3,60000
35,2,8,80000
26,4,2,48000
40,2,13,125000
34,4,7,85000
26,2,2,42000
29,4,4,70000
25,2,1,32000
33,4,6,80000
27,2,2,42000
31,4,7,90000
29,2,4,65000
24,4,1,40000
42,2,12,110000
34,4,10,105000
28,2,3,50000
33,4,8,95000
29,2,3,60000
25,4,2,40000
26,2,2,55000
30,4,5,70000
24,2,1,32000
31,4,7,90000
27,2,2,50000
35,4,10,110000
26,2,1,32000
32,4,6,80000
29,2,4,70000
25,4,2,45000
33,2,7,65000
27,4,2,50000
28,2,3,45000
34,4,9,95000
30,2,4,65000
26,4,2,38000
42,2,13,125000
34,4,8,90000
28,2,2,43000
31,4,5,60000
29,2,3,60000
35,4,10,110000
26,2,1,35000
32,4,6,95000
27,2,2,42000
39,4,11,100000
23,2,1,32000
30,4,4,65000
26,2,2,42000
42,4,14,130000
34,2,9,95000
28,4,2,43000
31,2,4,50000
29,4,3,60000
35,2,8,80000
26,4,2,48000
40,2,13,125000
34,4,7,85000
26,2,2,42000
29,4,4,70000
25,2,1,32000
33,4,6,80000
27,2,2,42000
31,4,7,90000
29,2,4,65000
24,4,1,40000
42,2,12,110000
34,4,10,105000
28,2,3,50000
33,4,8,95000
29,2,3,60000
25,4,2,40000
26,2,2,55000
30,4,5,70000
24,2,1,32000
31,4,7,90000
27,2,2,50000
35,4,10,110000
26,2,1,32000
32,4,6,80000
29,2,4,70000
25,4,2,45000
33,2,7,65000
27,4,2,50000
28,2,3,45000
34,4,9,95000
30,2,4,65000
26,4,2,38000
42,2,13,125000
34,4,8,90000
28,2,2,43000
31,4,5,60000
29,2,3,60000
35,4,10,110000
26,2,1,35000
32,4,6,95000
27,2,2,42000
39,4,11,100000
23,2,1,32000
30,4,4,65000
26,2,2,42000
42,4,14,130000
34,2,9,95000
28,4,2,43000
31,2,4,500
27,2,1,45000
33,4,8,120000
29,2,3,55000
31,4,5,70000
38,2,12,140000
25,4,1,30000
32,2,7,100000
27,4,2,50000
29,2,3,55000
35,4,10,130000
26,2,1,45000
33,4,8,120000
29,2,3,55000
31,4,5,70000
38,2,12,140000
25,4,1,30000
32,2,7,100000
27,4,2,50000
29,2,3,55000
35,4,10,130000
