Age,Gender,Education Level,Job Title,Years of Experience,Salary
26,1,1,3,2,65000
49,0,4,159,19,210000
29,1,1,45,4,90000
41,1,3,178,14,180000
31,0,1,44,6,110000
37,1,3,178,10,150000
27,1,1,3,3,80000
50,1,4,159,18,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,0,4,159,16,185000
33,1,1,45,7,130000
30,1,3,44,5,105000
50,1,4,178,20,210000
31,1,1,3,6,95000
39,0,3,178,11,170000
27,1,1,44,2,65000
44,0,4,159,16,190000
32,1,3,3,7,120000
48,1,4,178,19,200000
30,0,1,45,5,100000
34,1,3,44,9,150000
37,0,1,178,11,170000
26,1,1,3,2,65000
49,0,4,159,19,210000
29,1,1,45,4,90000
41,1,3,178,14,180000
31,0,1,44,6,110000
37,1,3,178,10,150000
27,1,1,3,3,80000
50,1,4,159,18,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
46,1,4,178,16,185000
33,0,1,45,7,130000
30,0,3,44,5,105000
50,1,4,159,19,200000
30,1,1,3,5,100000
42,1,3,178,13,170000
33,0,1,45,6,115000
45,1,4,159,16,185000
29,0,1,44,4,90000
39,0,3,178,12,160000
27,1,1,3,3,80000
49,1,4,159,17,195000
32,0,3,45,6,115000
36,1,1,178,8,135000
27,1,1,44,2,65000
43,0,4,159,14,190000
34,1,3,3,8,140000
28,1,1,177,4,75000
33,0,3,18,7,95000
22,1,1,43,1,50000
44,1,4,130,15,180000
29,0,1,176,3,65000
31,1,3,107,6,120000
25,0,3,177,2,60000
38,1,1,20,10,150000
27,1,1,177,3,70000
46,0,4,28,20,220000
33,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
34,0,1,45,8,122485
25,1,4,178,12,169159
43,1,3,169,21,187081
53,2,2,159,31,166109
27,0,3,44,5,78354
25,1,1,3,2,90249
29,0,3,169,6,132720
52,1,4,178,23,161568
41,1,3,44,13,127346
49,0,1,3,19,120177
25,2,2,45,2,69032
35,1,3,159,8,101332
57,0,4,45,30,121450
35,0,1,159,12,166375
43,1,3,169,21,185119
37,0,1,45,10,149217
50,1,3,178,21,166512
52,0,3,169,28,186963
26,1,1,3,3,75072
34,0,3,45,10,163398
30,1,2,159,11,103947
60,0,4,178,33,179180
50,1,1,3,23,175966
58,1,3,169,27,190004
35,0,3,45,10,152039
28,1,3,44,5,76742
57,0,4,178,33,191790
46,0,1,169,20,139398
28,1,2,3,7,95845
34,1,3,45,12,160976
33,0,3,159,9,126753
37,2,3,45,14,161393
33,1,3,169,8,139817
53,1,4,178,25,181714
35,0,1,3,10,114776
30,1,3,45,6,105725
24,0,2,159,1,52731
36,1,3,44,8,106492
27,0,1,45,4,73895
23,1,4,178,1,119836
28,0,3,169,5,99747
52,1,1,3,25,168287
28,0,3,45,7,115920
32,1,3,159,11,128078
24,0,1,44,1,51265
43,1,2,169,22,165919
60,0,4,178,34,188651
24,1,3,3,0,55538
55,1,1,159,28,193964
29,0,3,45,4,104702
44,1,4,178,19,172955
40,0,3,169,16,138032
27,1,1,3,4,82683
43,1,3,45,17,155414
49,0,2,159,25,154207
30,1,3,44,8,107895
42,0,1,169,18,148446
26,1,3,45,4,102859
41,0,4,178,13,138662
46,1,1,159,23,181699
57,0,3,45,33,188232
22,0,2,3,0,51832
54,1,4,178,28,188484
42,0,3,169,16,138286
49,1,1,45,22,181132
27,0,3,3,4,73938
36,1,1,159,14,119224
31,0,3,45,6,101186
39,1,3,178,14,142360
41,0,1,159,20,151315
48,1,4,45,23,181021
39,0,3,169,15,134641
48,1,1,44,23,173851
31,2,2,3,8,104127
47,1,3,159,25,178859
29,0,4,45,5,98568
32,1,1,178,9,104661
38,0,3,169,13,134858
34,1,1,3,10,94502
23,2,2,44,2,62852
34,0,1,45,8,122485
25,1,4,178,12,169159
43,1,3,169,21,187081
53,2,2,159,31,166109
27,0,3,44,5,78354
25,1,1,3,2,90249
29,0,3,169,6,132720
52,1,4,178,23,161568
41,1,3,44,13,127346
49,0,1,3,19,120177
25,2,2,45,2,69032
35,1,3,159,8,101332
57,0,4,45,30,121450
35,0,1,159,12,166375
43,1,3,169,21,185119
37,0,1,45,10,149217
50,1,3,178,21,166512
52,0,3,169,28,186963
26,1,1,3,3,75072
34,0,3,45,10,163398
30,1,2,159,11,103947
60,0,4,178,33,179180
50,1,1,3,23,175966
58,1,3,169,27,190004
35,0,3,45,10,152039
28,1,3,44,5,76742
57,0,4,178,33,191790
46,0,1,169,20,139398
28,1,2,3,7,95845
34,1,3,45,12,160976
33,0,3,159,9,126753
37,2,3,45,14,161393
33,1,3,169,8,139817
53,1,4,178,25,181714
35,0,1,3,10,114776
30,1,3,45,6,105725
24,0,2,159,1,52731
36,1,3,44,8,106492
27,0,1,45,4,73895
23,1,4,178,1,119836
28,0,3,169,5,99747
52,1,1,3,25,168287
28,0,3,45,7,115920
32,1,3,159,11,128078
24,0,1,44,1,51265
43,1,2,169,22,165919
60,0,4,178,34,188651
24,1,3,3,0,55538
55,1,1,159,28,193964
29,0,3,45,4,104702
44,1,4,178,19,172955
40,0,3,169,16,138032
27,1,1,3,4,82683
43,1,3,45,17,155414
49,0,2,159,25,154207
30,1,3,44,8,107895
42,0,1,169,18,148446
26,1,3,45,4,102859
41,0,4,178,13,138662
46,1,1,159,23,181699
57,0,3,45,33,188232
22,0,2,3,0,51832
54,1,4,178,28,188484
42,0,3,169,16,138286
49,1,1,45,22,181132
27,0,3,3,4,73938
36,1,1,159,14,119224
31,0,3,45,6,101186
39,1,3,178,14,142360
41,0,1,159,20,151315
48,1,4,45,23,181021
39,0,3,169,15,134641
48,1,1,44,23,173851
31,2,2,3,8,104127
47,1,3,159,25,178859
29,0,4,45,5,98568
32,1,1,178,9,104661
38,0,3,169,13,134858
34,1,1,3,10,94502
23,2,2,44,2,62852
36,1,1,44,14,139095
30,0,3,159,5,106278
28,1,3,45,4,90452
46,0,4,178,23,168304
34,1,1,3,10,126593
44,1,3,169,19,152203
55,0,4,178,30,183138
35,1,3,45,9,130275
54,1,1,159,29,191915
23,0,2,3,2,62807
46,1,3,169,21,174305
33,0,1,45,9,133326
26,1,3,44,4,75656
43,0,4,178,19,155944
36,1,3,45,11,137775
23,0,1,159,0,51831
49,1,3,178,22,182237
35,0,3,45,10,151901
31,1,1,3,8,100052
54,2,2,169,29,158254
43,1,3,45,20,167207
33,0,3,159,10,112439
52,0,4,178,29,194214
28,1,1,45,5,84407
36,0,3,169,13,139413
43,1,1,159,20,143084
50,0,3,45,25,192344
24,1,4,178,1,106132
52,1,3,169,26,184816
46,0,1,3,19,150248
38,1,3,45,15,170995
29,1,1,159,6,88035
33,0,3,44,10,119419
47,1,4,178,21,173582
45,0,3,169,23,174436
28,1,1,3,4,71699
42,0,3,45,14,163558
46,1,1,159,24,166828
38,0,4,178,15,144496
54,1,3,169,31,193746
33,0,3,45,8,122581
27,1,2,3,4,79767
50,0,1,159,25,177177
26,1,3,45,4,89843
31,0,3,169,6,113563
35,1,1,44,10,128712
44,0,4,178,18,161621
32,1,3,159,8,121454
54,1,1,45,25,179987
26,0,3,44,3,72649
23,1,4,178,0,52612
48,0,3,169,24,184006
38,1,1,3,12,131960
30,0,3,45,5,102465
40,1,3,178,16,149748
45,0,1,159,22,171036
36,1,3,45,13,146351
52,1,4,178,26,185462
31,0,1,169,7,107718
26,1,3,45,4,90944
30,0,3,159,5,100425
24,1,1,3,2,63901
45,1,3,169,22,181902
33,0,3,45,9,136533
38,1,1,44,11,136285
54,0,4,178,31,191818
42,1,3,45,19,176643
28,0,1,159,4,70022
30,1,3,44,6,99363
43,0,3,169,19,152944
35,1,1,3,10,123386
44,1,3,45,21,168906
55,0,1,159,30,183020
23,1,2,44,1,47898
39,0,3,169,14,135853
43,1,1,45,17,149198
29,1,4,178,6,106662
51,1,3,169,28,186610
30,0,1,159,6,89995
26,1,3,45,4,85825
39,0,4,178,13,143814
49,1,3,44,24,174726
42,0,1,169,20,150534
27,1,1,3,4,68732
43,1,3,45,21,187951
37,0,1,159,13,137336
51,1,4,178,26,191159
29,0,3,45,5,102868
43,1,1,169,20,154281
31,1,3,3,8,111535
30,0,3,159,6,107906
36,1,1,45,13,143885
52,0,4,178,27,180958
28,1,3,169,6,108607
49,1,1,3,24,178284
27,0,3,44,4,75969
41,1,3,159,15,143705
56,0,4,178,31,197354
46,1,1,169,22,174324
32,0,3,45,8,123781
38,1,4,178,12,141735
52,1,3,159,28,187120
24,0,1,3,1,61095
49,1,3,45,22,179045
35,0,3,169,10,130355
31,1,1,44,7,103282
44,0,4,178,18,157872
33,1,3,159,10,117314
54,1,1,169,30,186321
33,0,3,45,11,129686
27,1,2,3,3,68611
51,0,3,159,25,177913
26,1,3,45,3,68472
31,0,3,169,6,113065
35,1,1,44,9,125091
45,0,4,178,23,172925
32,1,3,159,9,126916
54,1,1,45,27,183417
26,0,3,44,4,76898
23,1,4,178,1,579
26,0,1,177,2,65000
33,1,3,18,8,120000
29,0,1,107,4,90000
41,1,4,20,15,190000
35,0,3,177,9,140000
28,1,1,176,3,75000
37,0,3,20,11,160000
33,1,1,107,8,130000
24,0,3,177,2,60000
46,1,4,28,20,220000
29,0,1,176,5,80000
31,1,3,20,7,130000
27,0,1,177,3,65000
38,1,4,130,13,170000
30,0,3,107,6,110000
25,1,1,43,2,50000
44,1,4,28,18,210000
33,0,3,18,8,100000
22,1,1,177,1,50000
36,1,3,107,10,160000
28,0,1,177,4,70000
41,1,4,130,16,190000
34,0,3,20,9,140000
23,1,1,176,1,45000
32,0,3,107,7,120000
25,1,3,177,2,60000
37,0,1,18,11,150000
28,1,1,177,4,70000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
29,0,1,45,6,103579
45,1,3,178,19,163780
36,1,1,44,12,137878
30,0,3,159,4,92438
28,1,3,45,5,84181
46,0,4,178,21,174821
34,1,1,3,10,126520
44,1,3,169,18,152168
55,0,4,178,29,190543
35,1,3,45,9,131547
54,1,1,159,28,192292
23,0,2,3,1,52807
46,1,3,169,20,174938
33,0,1,45,8,124071
26,1,3,44,3,73640
43,0,4,178,19,156486
36,1,3,45,11,138859
23,0,1,159,0,52831
49,1,3,178,23,182392
35,0,3,45,11,151078
31,1,1,3,8,100679
54,2,2,169,29,158966
43,1,3,45,20,167924
33,0,3,159,10,113334
52,0,4,178,29,194778
28,1,1,45,4,77606
36,0,3,169,13,140010
43,1,1,159,20,142421
50,0,3,45,24,192756
24,1,4,178,1,106686
52,1,3,169,27,186794
46,0,1,3,19,150729
38,1,3,45,15,171652
29,1,1,159,6,88552
33,0,3,44,9,119918
47,1,4,178,21,174985
45,0,3,169,23,174336
28,1,1,3,4,72389
42,0,3,45,14,163978
46,1,1,159,25,166958
38,0,4,178,15,145052
54,1,3,169,32,195270
33,0,3,45,8,122970
27,1,2,3,4,80247
50,0,1,159,25,177862
26,1,3,45,4,91062
31,0,3,169,6,114290
35,1,1,44,10,128999
44,0,4,178,18,162454
32,1,3,159,8,122354
54,1,1,45,25,179756
26,0,3,44,3,73218
23,1,4,178,0,52612
48,0,3,169,24,184480
38,1,1,3,12,132442
30,0,3,45,5,102828
40,1,3,178,16,150301
45,0,1,159,22,171468
36,1,3,45,13,147326
52,1,4,178,26,185982
31,0,1,169,7,108267
26,1,3,45,4,91397
30,0,3,159,5,100867
24,1,1,3,2,64182
45,1,3,169,22,182506
33,0,3,45,9,136986
38,1,1,44,11,136662
54,0,4,178,32,191510
42,1,3,45,19,177347
28,0,1,159,3,70397
34,1,3,178,9,146075
46,0,1,3,18,155795
35,1,3,45,9,132638
49,0,4,178,22,178684
32,1,1,169,7,106218
54,1,3,45,28,191239
26,0,3,44,2,65840
23,1,4,178,0,52779
48,0,3,169,23,185038
38,1,1,3,14,136449
30,0,3,45,6,110707
40,1,3,178,17,151670
45,0,1,159,21,167015
36,1,3,45,13,146508
52,1,4,178,27,190596
31,0,1,169,6,104378
26,1,3,45,3,70216
30,0,3,159,5,101733
24,1,1,3,1,55935
45,1,3,169,21,180367
33,0,3,45,9,135596
38,1,1,44,11,136062
54,0,4,178,32,191267
42,1,3,45,19,177347
28,0,1,159,3,70397
34,1,3,178,9,146075
46,0,1,3,18,155795
35,1,3,45,9,132638
49,0,4,178,22,178684
32,1,1,169,7,106218
54,1,3,45,28,191239
26,0,3,44,2,65840
23,1,4,178,0,52779
48,0,3,169,23,185038
38,1,1,3,14,136449
30,0,3,45,6,110707
40,1,3,178,17,151670
45,0,1,159,21,167015
36,1,3,45,13,146508
52,1,4,178,27,190596
31,0,1,169,6,104378
26,1,3,45,3,70216
30,0,3,159,5,101733
24,1,1,3,1,55935
45,1,3,169,21,180367
33,0,3,45,9,135596
38,1,1,44,11,136062
54,0,4,178,32,191267
42,1,3,45,19,177347
29,0,1,45,6,103579
45,1,3,178,19,163780
36,1,1,44,12,137878
30,0,3,159,4,92438
28,1,3,45,5,84181
46,0,4,178,21,174821
34,1,1,3,10,126520
44,1,3,169,18,152168
55,0,4,178,29,190543
35,1,3,45,9,131547
54,1,1,159,28,192292
23,0,2,3,1,52807
46,1,3,169,20,174938
33,0,1,45,8,124071
26,1,3,44,3,73640
43,0,4,178,19,156486
36,1,3,45,11,138859
23,0,1,159,0,52831
49,1,3,178,23,182392
35,0,3,45,11,151078
31,1,1,3,8,100679
54,2,2,169,29,158966
43,1,3,45,20,167924
33,0,3,159,10,113334
52,0,4,178,29,194778
28,1,1,45,4,77606
36,0,3,169,13,140010
43,1,1,159,20,142421
50,0,3,45,24,192756
24,1,4,178,1,106686
52,1,3,169,27,186794
46,0,1,3,19,150729
38,1,3,45,15,171652
29,1,1,159,6,88552
33,0,3,44,9,119918
47,1,4,178,21,174985
45,0,3,169,23,174336
28,1,1,3,4,72389
42,0,3,45,14,163978
46,1,1,159,25,166958
38,0,4,178,15,145052
54,1,3,169,32,195270
33,0,3,45,8,122970
27,1,2,3,4,80247
50,0,1,159,25,177862
26,1,3,45,4,91062
31,0,3,169,6,114290
35,1,1,44,10,128999
44,0,4,178,18,162454
32,1,3,159,8,122354
54,1,1,45,25,179756
26,0,3,44,3,73218
23,1,4,178,0,52612
48,0,3,169,24,184480
38,1,1,3,12,132442
30,0,3,45,5,102828
40,1,3,178,16,150301
45,0,1,159,22,171468
36,1,3,45,13,147326
52,1,4,178,26,185982
31,0,1,169,7,108267
26,1,3,45,4,91397
30,0,3,159,5,100867
24,1,1,3,2,64182
45,1,3,169,22,182506
33,0,3,45,9,136986
38,1,1,44,11,136662
54,0,4,178,32,191510
42,1,3,45,19,177347
28,0,1,159,3,70397
34,1,3,178,9,146075
46,0,1,3,18,155795
35,1,3,45,9,132638
49,0,4,178,22,178684
32,1,1,169,7,106218
54,1,3,45,28,191239
26,0,3,44,2,65840
23,1,4,178,0,52779
48,0,3,169,23,185038
38,1,1,3,14,136449
30,0,3,45,6,110707
40,1,3,178,17,151670
45,0,1,159,21,167015
36,1,3,45,13,146508
52,1,4,178,27,190596
31,0,1,169,6,104378
26,1,3,45,3,70216
30,0,3,159,5,101733
24,1,1,3,1,55935
45,1,3,169,21,180367
33,0,3,45,9,135596
38,1,1,44,11,136062
54,0,4,178,32,191267
42,1,3,45,19,177347
28,0,1,159,3,70397
34,1,3,178,9,146075
46,0,1,3,18,155795
35,1,3,45,9,132638
49,0,4,178,22,178684
32,1,1,169,7,106218
54,1,3,45,28,191239
26,0,3,44,2,65840
23,1,4,178,0,52779
48,0,3,169,23,185038
38,1,1,3,14,136449
30,0,3,45,6,110707
40,1,3,178,17,151670
45,0,1,159,21,167015
36,1,3,45,13,146508
52,1,4,178,27,190596
31,0,1,169,6,104378
26,1,3,45,3,70216
30,0,3,159,5,101733
24,1,1,3,1,55935
45,1,3,169,21,180367
33,0,3,45,9,135596
38,1,1,44,11,136062
54,0,4,178,32,191267
42,1,3,45,19,177347
29,0,1,45,6,103579
45,1,3,178,19,163780
36,1,1,44,12,137878
30,0,3,159,4,92438
28,1,3,45,5,84181
46,0,4,178,21,174821
34,1,1,3,10,126520
44,1,3,169,18,152168
55,0,4,178,29,190543
35,1,3,45,9,131547
54,1,1,159,28,192292
23,0,2,3,1,52807
46,1,3,169,20,174938
33,0,1,45,8,124071
26,1,3,44,3,73640
43,0,4,178,19,156486
36,1,3,45,11,138859
23,0,1,159,0,52831
49,1,3,178,23,182392
35,0,3,45,11,151078
31,1,1,3,8,100679
54,2,2,169,29,158966
43,1,3,45,20,167924
33,0,3,159,10,113334
52,0,4,178,29,194778
28,1,1,45,4,77606
36,0,3,169,13,140010
43,1,1,159,20,142421
50,0,3,45,24,192756
24,1,4,178,1,106686
52,1,3,169,27,186794
46,0,1,3,19,150729
38,1,3,45,15,171652
29,1,1,159,6,88552
33,0,3,44,9,119918
47,1,4,178,21,174985
45,0,3,169,23,174336
28,1,1,3,4,72389
42,0,3,45,14,163978
46,1,1,159,25,166958
38,0,4,178,15,145052
54,1,3,169,32,195270
33,0,3,45,8,122970
27,1,2,3,4,80247
50,0,1,159,25,177862
26,1,3,45,4,91062
31,0,3,169,6,114290
35,1,1,44,10,128999
44,0,4,178,18,162454
32,1,3,159,8,122354
54,1,1,45,25,179756
26,0,3,44,3,73218
23,1,4,178,0,52612
48,0,3,169,23,185038
38,1,1,3,12,132442
30,0,3,45,5,102828
40,1,3,178,16,150301
45,0,1,159,22,171468
36,1,3,45,13,147326
52,1,4,178,26,185982
31,0,1,169,7,108267
26,1,3,45,3,91397
30,0,3,159,5,100867
24,1,1,3,2,64182
45,1,3,169,22,182506
33,0,3,45,9,136986
38,1,1,44,11,136662
54,0,4,178,32,191510
42,1,3,45,19,177347
28,0,1,159,4,82944
48,1,4,178,23,188288
36,0,3,169,14,141090
43,1,1,45,19,152726
33,0,3,3,9,124141
26,1,1,44,3,67556
50,0,3,159,22,182768
41,1,4,178,15,148727
29,0,1,45,6,91903
38,1,3,169,14,147708
48,0,1,159,21,163209
31,1,3,45,8,120288
45,1,4,178,21,170226
35,0,3,169,11,134979
42,1,1,3,16,137489
27,0,3,45,4,83577
33,1,1,44,9,117904
36,0,3,159,11,134482
54,1,4,178,30,184660
30,0,1,169,5,100151
26,1,3,45,3,88678
45,0,4,159,21,181285
38,1,3,178,16,154990
31,0,1,45,7,108204
42,1,3,169,19,175684
28,0,1,3,5,77766
48,1,4,178,24,192211
36,0,3,45,13,144647
43,1,1,159,20,162231
33,0,3,44,9,121120
26,1,1,45,4,79652
50,0,3,169,21,177002
27,1,3,3,5,87584
38,0,1,159,13,131860
54,1,4,178,28,182013
31,0,3,45,7,108799
36,1,1,169,13,135378
45,0,3,178,22,183530
42,1,1,3,18,150901
28,0,3,45,4,82697
48,1,4,169,26,194638
36,0,3,159,12,130356
43,1,1,45,18,152560
33,0,3,44,9,121432
26,1,1,3,2,63789
50,0,3,169,23,183690
41,1,4,178,16,151310
29,0,1,45,6,100358
38,1,3,169,15,148437
48,0,1,159,22,168691
31,1,3,45,8,140000
28,1,1,176,1,50000
32,0,3,107,5,100000
26,1,1,177,2,60000
33,0,3,18,6,90000
29,1,1,43,3,70000
42,1,4,28,12,170000
36,0,3,20,8,130000
27,1,1,176,1,50000
34,0,3,107,7,120000
29,1,1,177,4,80000
41,0,4,130,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,28,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
36,1,4,130,12,170000
30,0,1,177,5,90000
29,1,1,43,4,80000
42,1,3,107,14,180000
26,1,1,176,2,60000
35,0,3,18,9,120000
27,0,1,177,3,70000
48,1,4,28,18,210000
34,1,3,20,9,140000
23,0,1,177,1,50000
32,1,3,107,7,110000
25,0,3,177,2,60000
37,1,1,18,11,160000
28,1,1,177,4,75000
41,0,4,28,16,200000
34,1,3,18,8,100000
24,0,1,176,2,55000
