Age,Gender,Years of Experience,Salary
26,Male,3,73640
43,Female,19,156486
36,Male,11,138859
23,Female,0,52831
49,Male,23,182392
35,Female,11,151078
31,Male,8,100679
54,Other,29,158966
43,Male,20,167924
33,Female,10,113334
52,Female,29,194778
28,Male,4,77606
36,Female,13,140010
43,Male,20,142421
50,Female,24,192756
24,Male,1,106686
52,Male,27,186794
46,Female,19,150729
38,Male,15,171652
29,Male,6,88552
33,Female,9,119918
47,Male,21,174985
45,Female,23,174336
28,Male,4,72389
42,Female,14,163978
46,Male,25,166958
38,Female,15,145052
54,Male,32,195270
33,Female,8,122970
27,Male,4,80247
50,Female,25,177862
26,Male,4,91062
31,Female,6,114290
35,Male,10,128999
44,Female,18,162454
32,Male,8,122354
54,Male,25,179756
26,Female,3,73218
23,Male,0,52612
48,Female,24,184480
38,Male,12,132442
30,Female,5,102828
40,Male,16,150301
45,Female,22,171468
36,Male,13,147326
52,Male,26,185982
31,Female,7,108267
26,Male,4,91397
30,Female,5,100867
24,Male,2,64182
45,Male,22,182506
33,Female,9,136986
38,Male,11,136662
54,Female,32,191510
42,Male,19,177347
28,Female,3,70397
34,Male,9,146075
46,Female,18,155795
35,Male,9,132638
49,Female,22,178684
32,Male,7,106218
54,Male,28,191239
26,Female,2,65840
23,Male,0,52779
48,Female,23,185038
38,Male,14,136449
30,Female,6,110707
40,Male,17,151670
45,Female,21,167015
36,Male,13,146508
52,Male,27,190596
31,Female,6,104378
26,Male,3,70216
30,Female,5,101733
24,Male,1,55935
45,Male,21,180367
33,Female,9,135596
38,Male,11,136062
54,Female,32,191267
42,Male,19,177347
28,Female,3,70397
34,Male,9,146075
46,Female,18,155795
35,Male,9,132638
49,Female,22,178684
32,Male,7,106218
54,Male,28,191239
26,Female,2,65840
23,Male,0,52779
48,Female,23,185038
38,Male,14,136449
30,Female,6,110707
40,Male,17,151670
45,Female,21,167015
36,Male,13,146508
52,Male,27,190596
31,Female,6,104378
26,Male,3,70216
30,Female,5,101733
24,Male,1,55935
45,Male,21,180367
33,Female,9,135596
38,Male,11,136062
54,Female,32,191267
42,Male,19,177347
29,Female,6,103579
45,Male,19,163780
36,Male,12,137878
30,Female,4,92438
28,Male,5,84181
46,Female,21,174821
34,Male,10,126520
44,Male,18,152168
55,Female,29,190543
35,Male,9,131547
54,Male,28,192292
23,Female,1,52807
46,Male,20,174938
33,Female,8,124071
26,Male,3,73640
43,Female,19,156486
36,Male,11,138859
23,Female,0,52831
49,Male,23,182392
35,Female,11,151078
31,Male,8,100679
54,Other,29,158966
43,Male,20,167924
33,Female,10,113334
52,Female,29,194778
28,Male,4,77606
36,Female,13,140010
43,Male,20,142421
50,Female,24,192756
24,Male,1,106686
52,Male,27,186794
46,Female,19,150729
38,Male,15,171652
29,Male,6,88552
33,Female,9,119918
47,Male,21,174985
45,Female,23,174336
28,Male,4,72389
42,Female,14,163978
46,Male,25,166958
38,Female,15,145052
54,Male,32,195270
33,Female,8,122970
27,Male,4,80247
50,Female,25,177862
26,Male,4,91062
31,Female,6,114290
35,Male,10,128999
44,Female,18,162454
32,Male,8,122354
54,Male,25,179756
26,Female,3,73218
23,Male,0,52612
48,Female,24,184480
38,Male,12,132442
30,Female,5,102828
40,Male,16,150301
45,Female,22,171468
36,Male,13,147326
52,Male,26,185982
31,Female,7,108267
26,Male,4,91397
30,Female,5,100867
24,Male,2,64182
45,Male,22,182506
33,Female,9,136986
38,Male,11,136662
54,Female,32,191510
42,Male,19,177347
28,Female,3,70397
34,Male,9,146075
46,Female,18,155795
35,Male,9,132638
49,Female,22,178684
32,Male,7,106218
54,Male,28,191239
26,Female,2,65840
23,Male,0,52779
48,Female,23,185038
38,Male,14,136449
30,Female,6,110707
40,Male,17,151670
45,Female,21,167015
36,Male,13,146508
52,Male,27,190596
31,Female,6,104378
26,Male,3,70216
30,Female,5,101733
24,Male,1,55935
45,Male,21,180367
33,Female,9,135596
38,Male,11,136062
54,Female,32,191267
42,Male,19,177347
28,Female,3,70397
34,Male,9,146075
46,Female,18,155795
35,Male,9,132638
49,Female,22,178684
32,Male,7,106218
54,Male,28,191239
26,Female,2,65840
23,Male,0,52779
48,Female,23,185038
38,Male,14,136449
30,Female,6,110707
40,Male,17,151670
45,Female,21,167015
36,Male,13,146508
52,Male,27,190596
31,Female,6,104378
26,Male,3,70216
30,Female,5,101733
24,Male,1,55935
45,Male,21,180367
33,Female,9,135596
38,Male,11,136062
54,Female,32,191267
42,Male,19,177347
29,Female,6,103579
45,Male,19,163780
36,Male,12,137878
30,Female,4,92438
28,Male,5,84181
46,Female,21,174821
34,Male,10,126520
44,Male,18,152168
55,Female,29,190543
35,Male,9,131547
54,Male,28,192292
23,Female,1,52807
46,Male,20,174938
33,Female,8,124071
26,Male,3,73640
43,Female,19,156486
36,Male,11,138859
23,Female,0,52831
49,Male,23,182392
35,Female,11,151078
31,Male,8,100679
54,Other,29,158966
43,Male,20,167924
33,Female,10,113334
52,Female,29,194778
28,Male,4,77606
36,Female,13,140010
43,Male,20,142421
50,Female,24,192756
24,Male,1,106686
52,Male,27,186794
46,Female,19,150729
38,Male,15,171652
29,Male,6,88552
33,Female,9,119918
47,Male,21,174985
45,Female,23,174336
28,Male,4,72389
42,Female,14,163978
46,Male,25,166958
38,Female,15,145052
54,Male,32,195270
33,Female,8,122970
27,Male,4,80247
50,Female,25,177862
26,Male,4,91062
31,Female,6,114290
35,Male,10,128999
44,Female,18,162454
32,Male,8,122354
54,Male,25,179756
26,Female,3,73218
23,Male,0,52612
48,Female,23,185038
38,Male,12,132442
30,Female,5,102828
40,Male,16,150301
45,Female,22,171468
36,Male,13,147326
52,Male,26,185982
31,Female,7,108267
26,Male,3,91397
30,Female,5,100867
24,Male,2,64182
45,Male,22,182506
33,Female,9,136986
38,Male,11,136662
54,Female,32,191510
42,Male,19,177347
28,Female,4,82944
48,Male,23,188288
36,Female,14,141090
43,Male,19,152726
33,Female,9,124141
26,Male,3,67556
50,Female,22,182768
41,Male,15,148727
29,Female,6,91903
38,Male,14,147708
48,Female,21,163209
31,Male,8,120288
45,Male,21,170226
35,Female,11,134979
42,Male,16,137489
27,Female,4,83577
33,Male,9,117904
36,Female,11,134482
54,Male,30,184660
30,Female,5,100151
26,Male,3,88678
45,Female,21,181285
38,Male,16,154990
31,Female,7,108204
42,Male,19,175684
28,Female,5,77766
48,Male,24,192211
36,Female,13,144647
43,Male,20,162231
33,Female,9,121120
26,Male,4,79652
50,Female,21,177002
27,Male,5,87584
38,Female,13,131860
54,Male,28,182013
31,Female,7,108799
36,Male,13,135378
45,Female,22,183530
42,Male,18,150901
28,Female,4,82697
48,Male,26,194638
36,Female,12,130356
43,Male,18,152560
33,Female,9,121432
26,Male,2,63789
50,Female,23,183690
41,Male,16,151310
29,Female,6,100358
38,Male,15,148437
48,Female,22,168691
31,Male,8,
28,Male,1,50000
32,Female,5,100000
26,Male,2,60000
33,Female,6,90000
29,Male,3,70000
42,Male,12,170000
36,Female,8,130000
27,Male,1,50000
34,Female,7,120000
29,Male,4,80000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
30,Female,4,80000
29,Male,3,70000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
27,Female,3,70000
48,Male,18,210000
34,Male,9,140000
23,Female,1,50000
32,Male,7,110000
25,Female,2,60000
37,Male,11,160000
28,Male,4,75000
41,Female,16,200000
34,Male,8,100000
24,Female,2,55000
36,Male,12,170000
30,Female,5,90000
29,Male,4,80000
42,Male,14,180000
26,Male,2,60000
35,Female,9,120000
28,Male,5,80000
30,Female,4,60000
25,Male,2,50000
45,Female,18,160000
33,Male,9,120000
22,Female,0,40000
36,Male,10,100000
29,Female,4,75000
42,Male,16,140000
27,Female,2,50000
38,Male,11,110000
24,Female,1,45000
31,Male,4,55000
39,Female,13,130000
26,Male,2,50000
32,Female,7,80000
32,Male,2,45000
24,Female,1,32000
45,Male,12,120000
29,Female,4,65000
38,Male,8,95000
27,Female,5,80000
31,Female,3,38000
42,Male,10,110000
26,Female,2,45000
36,Male,7,89000
28,Male,1,32000
33,Female,5,70000
46,Male,15,150000
25,Female,1,40000
37,Female,9,105000
30,Male,4,65000
43,Female,14,140000
34,Male,3,50000
26,Female,2,35000
41,Male,11,115000
29,Female,5,70000
35,Male,6,80000
27,Female,1,30000
40,Male,13,135000
23,Female,1,40000
39,Male,10,105000
31,Male,2,35000
44,Female,12,120000
28,Male,3,55000
32,Female,2,45000
45,Male,14,140000
26,Female,3,55000
38,Male,11,115000
27,Female,4,70000
33,Male,3,38000
42,Female,13,135000
29,Male,2,45000
36,Female,7,85000
30,Male,1,32000
43,Female,15,150000
34,Male,4,65000
25,Female,1,32000
37,Male,12,120000
24,Female,1,40000
39,Male,9,95000
31,Male,2,35000
44,Female,14,140000
28,Male,3,55000
32,Female,6,80000
45,Male,13,135000
26,Female,2,45000
38,Male,8,95000
27,Female,1,32000
33,Male,5,70000
42,Female,12,120000
29,Male,4,70000
36,Female,7,85000
30,Male,2,33000
43,Female,15,150000
34,Male,3,50000
25,Female,1,32000
37,Male,11,115000
24,Female,1,40000
39,Male,10,105000
31,Male,2,35000
44,Female,13,135000
28,Male,4,65000
32,Female,6,80000
45,Male,14,140000
26,Female,2,45000
38,Male,8,95000
27,Female,1,32000
33,Male,5,70000
42,Female,12,120000
29,Male,4,70000
36,Female,7,85000
30,Male,2,33000
43,Female,15,150000
34,Male,3,50000
25,Female,1,32000
37,Male,11,115000
24,Female,1,40000
39,Male,10,105000
31,Male,2,35000
44,Female,13,135000
28,Male,4,65000
32,Female,6,80000
45,Male,14,140000
26,Female,2,45000
38,Male,8,95000
27,Female,1,32000
33,Male,5,70000
42,Female,12,120000
29,Male,4,70000
36,Female,7,85000
30,Male,2,33000
43,Female,15,150000
34,Male,3,50000
25,Female,1,32000
37,Male,11,115000
24,Female,1,40000
39,Male,10,105000
31,Male,2,35000
44,Female,13,135000
28,Male,4,65000
32,Female,6,80000
45,Male,14,140000
26,Female,2,45000
38,Male,8,95000
27,Female,1,32000
33,Male,5,70000
42,Female,12,120000
29,Male,4,70000
36,Female,7,85000
30,Male,2,33000
43,Female,15,150000
34,Male,3,50000
25,Female,1,32000
37,Male,11,115000
32,Male,2,45000
24,Female,1,32000
45,Male,12,120000
29,Female,4,65000
38,Male,8,95000
27,Female,5,80000
31,Female,3,38000
42,Male,10,110000
26,Female,2,45000
36,Male,7,89000
28,Male,1,32000
33,Female,5,70000
46,Male,15,150000
25,Female,1,40000
37,Female,9,105000
30,Male,4,65000
43,Female,14,140000
34,Male,3,50000
26,Female,2,35000
41,Male,11,115000
29,Female,5,70000
35,Male,6,80000
27,Female,1,30000
40,Male,13,135000
23,Female,1,40000
39,Male,10,105000
31,Male,2,35000
44,Female,12,120000
28,Male,3,55000
32,Female,2,45000
45,Male,14,140000
26,Female,3,55000
38,Male,11,115000
27,Female,4,70000
33,Male,3,38000
42,Female,13,135000
29,Male,2,45000
36,Female,7,85000
30,Male,1,32000
43,Female,15,150000
34,Male,4,65000
25,Female,1,32000
37,Male,12,120000
24,Female,1,40000
39,Male,9,95000
31,Male,2,35000
44,Female,14,140000
28,Male,3,55000
32,Female,6,80000
45,Male,13,135000
26,Female,2,45000
38,Male,8,95000
27,Female,1,32000
33,Male,5,70000
42,Female,12,120000
29,Male,4,70000
36,Female,7,85000
30,Male,2,33000
43,Female,15,150000
34,Male,3,50000
25,Female,1,32000
37,Male,11,115000
24,Female,1,40000
39,Male,10,105000
31,Male,2,35000
44,Female,13,135000
28,Male,4,65000
32,Female,6,80000
45,Male,14,140000
26,Female,2,45000
38,Male,8,95000
27,Female,1,32000
33,Male,5,70000
42,Female,12,120000
29,Male,4,70000
36,Female,7,85000
30,Male,2,33000
43,Female,15,150000
34,Male,3,50000
25,Female,1,32000
37,Male,11,115000
24,Female,1,40000
39,Male,10,105000
31,Male,2,35000
44,Female,13,135000
28,Male,4,65000
32,Female,6,80000
45,Male,14,140000
26,Female,2,45000
38,Male,8,95000
27,Female,1,32000
33,Male,5,70000
42,Female,12,120000
29,Male,4,70000
36,Female,7,85000
30,Male,2,33000
43,Female,15,150000
34,Male,3,50000
25,Female,1,32000
37,Male,11,115000
24,Female,1,40000
39,Male,10,105000
31,Male,2,35000
44,Female,13,135000
28,Male,4,65000
32,Female,6,80000
45,Male,14,140000
26,Female,2,45000
38,Male,8,95000
27,Female,1,32000
33,Male,5,70000
42,Female,12,120000
29,Male,4,70000
36,Female,7,85000
30,Male,2,33000
43,Female,15,150000
34,Male,3,50000
25,Female,1,32000
37,Male,11,115000
28,Male,3,60000
37,Female,9,100000
43,Male,15,150000
31,Female,4,55000
24,Male,1,30000
29,Female,5,70000
35,Male,8,90000
26,Female,2,40000
42,Male,12,130000
34,Female,6,75000
27,Male,2,35000
38,Female,10,110000
30,Male,4,65000
45,Male,18,180000
25,Female,1,35000
40,Female,11,120000
33,Male,6,75000
29,Female,1,30000
44,Male,16,160000
26,Male,3,60000
36,Female,8,85000
31,Male,5,70000
27,Female,3,50000
42,Male,13,140000
34,Female,6,75000
28,Male,2,35000
39,Female,10,110000
31,Male,4,65000
45,Male,18,180000
25,Female,1,35000
40,Female,11,120000
33,Male,6,75000
29,Female,1,30000
44,Male,16,160000
26,Male,3,60000
36,Female,8,85000
31,Male,5,70000
27,Female,3,50000
42,Male,13,140000
34,Female,6,75000
28,Male,2,35000
39,Female,10,110000
31,Male,4,65000
45,Male,18,180000
25,Female,1,35000
40,Female,11,120000
33,Male,6,75000
29,Female,1,30000
44,Male,16,160000
26,Male,3,60000
36,Female,8,85000
31,Male,5,70000
27,Female,3,50000
42,Male,13,140000
34,Female,6,75000
28,Male,2,35000
39,Female,10,110000
31,Male,4,65000
45,Male,18,180000
25,Female,1,35000
40,Female,11,120000
33,Male,6,75000
29,Female,1,30000
44,Male,16,160000
26,Male,3,60000
36,Female,8,85000
31,Male,5,70000
27,Female,3,50000
42,Male,13,140000
34,Female,6,75000
28,Male,2,35000
39,Female,10,110000
31,Male,4,65000
45,Male,18,180000
25,Female,1,35000
40,Female,11,120000
33,Male,6,75000
29,Female,1,30000
44,Male,16,160000
26,Male,3,60000
36,Female,8,85000
31,Male,5,70000
27,Female,3,50000
42,Male,13,140000
34,Female,6,75000
28,Male,2,35000
39,Female,10,110000
31,Male,4,65000
45,Male,18,180000
25,Female,1,35000
40,Female,11,120000
33,Male,6,75000
29,Female,1,30000
44,Male,16,160000
26,Male,3,60000
36,Female,8,85000
31,Male,5,70000
27,Female,3,50000
42,Male,13,140000
34,Female,6,75000
28,Male,2,35000
39,Female,10,110000
31,Male,4,65000
45,Male,18,180000
25,Female,1,35000
40,Female,11,120000
33,Male,6,75000
29,Female,1,30000
44,Male,16,160000
26,Male,3,60000
36,Female,8,85000
31,Male,5,70000
27,Female,3,50000
42,Male,13,140000
34,Female,6,75000
28,Male,2,35000
39,Female,10,110000
31,Male,4,65000
45,Male,18,180000
25,Female,1,35000
40,Female,11,120000
33,Male,6,75000
29,Female,1,30000
44,Male,16,160000
26,Male,3,60000
27,Male,3,60000
38,Female,9,100000
44,Male,15,150000
30,Female,4,55000
23,Male,1,30000
28,Female,5,70000
34,Male,8,90000
25,Female,2,40000
41,Male,12,130000
33,Female,6,75000
26,Male,2,35000
37,Female,10,110000
29,Male,4,65000
46,Male,18,180000
26,Female,1,35000
39,Female,11,120000
32,Male,6,75000
28,Female,1,30000
43,Male,16,160000
27,Male,3,60000
35,Female,8,85000
30,Male,5,70000
26,Female,3,50000
41,Male,13,140000
33,Female,6,75000
27,Male,2,35000
38,Female,10,110000
29,Male,4,65000
46,Male,18,180000
26,Female,1,35000
39,Female,11,120000
32,Male,6,75000
28,Female,1,30000
43,Male,16,160000
27,Male,3,60000
35,Female,8,85000
30,Male,5,70000
26,Female,3,50000
41,Male,13,140000
33,Female,6,75000
27,Male,2,35000
38,Female,10,110000
29,Male,4,65000
46,Male,18,180000
26,Female,1,35000
39,Female,11,120000
32,Male,6,75000
28,Female,1,30000
43,Male,16,160000
27,Male,3,60000
35,Female,8,85000
30,Male,5,70000
26,Female,3,50000
41,Male,13,140000
33,Female,6,75000
27,Male,2,35000
38,Female,10,110000
29,Male,4,65000
46,Male,18,180000
26,Female,1,35000
39,Female,11,120000
32,Male,6,75000
28,Female,1,30000
43,Male,16,160000
27,Male,3,60000
35,Female,8,85000
30,Male,5,70000
26,Female,3,50000
41,Male,13,140000
33,Female,6,75000
27,Male,2,35000
38,Female,10,110000
29,Male,4,65000
46,Male,18,180000
26,Female,1,35000
39,Female,11,120000
32,Male,6,75000
28,Female,1,30000
43,Male,16,160000
27,Male,3,60000
35,Female,8,85000
30,Male,5,70000
26,Female,3,50000
41,Male,13,140000
33,Female,6,75000
27,Male,2,35000
38,Female,10,110000
29,Male,4,65000
46,Male,18,180000
26,Female,1,35000
39,Female,11,120000
32,Male,6,75000
28,Female,1,30000
43,Male,16,160000
27,Male,3,60000
35,Female,8,85000
30,Male,5,70000
26,Female,3,50000
41,Male,13,140000
33,Female,6,75000
27,Male,2,35000
38,Female,10,110000
29,Male,4,65000
46,Male,18,180000
26,Female,1,35000
39,Female,11,120000
32,Male,6,75000
28,Female,1,30000
43,Male,16,160000
27,Male,3,60000
35,Female,8,85000
30,Male,5,70000
26,Female,3,50000
41,Male,13,140000
33,Female,6,75000
27,Male,2,35000
38,Female,10,110000
29,Male,4,65000
46,Male,18,180000
26,Female,1,35000
39,Female,11,120000
32,Male,6,75000
28,Female,1,30000
43,Male,16,160000
27,Male,3,60000
24,Male,2,55000
32,Female,7,90000
45,Male,16,160000
28,Female,4,60000
22,Male,1,25000
29,Female,5,70000
36,Male,8,100000
27,Female,3,45000
42,Male,14,140000
34,Female,6,75000
25,Male,2,30000
39,Female,11,120000
30,Male,4,65000
47,Male,19,190000
25,Female,1,35000
40,Female,12,130000
33,Male,7,85000
29,Female,1,25000
44,Male,15,150000
28,Male,3,60000
36,Female,9,100000
31,Male,6,75000
27,Female,3,50000
42,Male,14,140000
34,Female,6,75000
26,Male,2,30000
39,Female,11,120000
30,Male,4,65000
47,Male,19,190000
25,Female,1,35000
40,Female,12,130000
33,Male,7,85000
29,Female,1,25000
44,Male,15,150000
28,Male,3,60000
36,Female,9,100000
31,Male,6,75000
27,Female,3,50000
42,Male,14,140000
34,Female,6,75000
26,Male,2,30000
39,Female,11,120000
30,Male,4,65000
47,Male,19,190000
25,Female,1,35000
40,Female,12,130000
33,Male,7,85000
29,Female,1,25000
44,Male,15,150000
28,Male,3,60000
36,Female,9,100000
31,Male,6,75000
27,Female,3,50000
42,Male,14,140000
34,Female,6,75000
26,Male,2,30000
39,Female,11,120000
30,Male,4,65000
47,Male,19,190000
25,Female,1,35000
40,Female,12,130000
33,Male,7,85000
29,Female,1,25000
44,Male,15,150000
28,Male,3,60000
36,Female,9,100000
31,Male,6,75000
27,Female,3,50000
42,Male,14,140000
34,Female,6,75000
26,Male,2,30000
39,Female,11,120000
30,Male,4,65000
47,Male,19,190000
25,Female,1,35000
40,Female,12,130000
33,Male,7,85000
29,Female,1,25000
44,Male,15,150000
28,Male,3,60000
36,Female,9,100000
31,Male,6,75000
27,Female,3,50000
42,Male,14,140000
34,Female,6,75000
26,Male,2,30000
39,Female,11,120000
30,Male,4,65000
47,Male,19,190000
25,Female,1,35000
40,Female,12,130000
33,Male,7,85000
29,Female,1,25000
44,Male,15,150000
28,Male,3,60000
36,Female,9,100000
31,Male,6,75000
27,Female,3,50000
42,Male,14,140000
34,Female,6,75000
26,Male,2,30000
39,Female,11,120000
30,Male,4,65000
47,Male,19,190000
25,Female,1,35000
40,Female,12,130000
33,Male,7,85000
29,Female,1,25000
44,Male,15,150000
28,Male,3,60000
36,Female,9,100000
31,Male,6,75000
27,Female,3,50000
42,Male,14,140000
34,Female,6,75000
26,Male,2,30000
39,Female,11,120000
30,Male,4,65000
47,Male,19,190000
25,Female,1,35000
40,Female,12,130000
33,Male,7,85000
29,Female,1,25000
44,Male,15,150000
28,Male,3,60000
31,Male,5,80000
27,Female,3,60000
38,Male,12,130000
29,Female,2,45000
23,Male,1,25000
32,Female,7,90000
44,Male,18,170000
26,Female,2,40000
40,Male,15,150000
33,Female,8,95000
24,Male,1,25000
35,Female,10,110000
29,Male,4,70000
49,Male,22,220000
26,Female,2,35000
41,Female,13,140000
36,Male,9,110000
28,Female,1,25000
43,Male,16,160000
29,Male,5,80000
39,Female,11,120000
32,Male,6,90000
28,Female,2,45000
40,Male,15,150000
33,Female,8,95000
24,Male,1,25000
35,Female,10,110000
29,Male,4,70000
49,Male,22,220000
26,Female,2,35000
41,Female,13,140000
36,Male,9,110000
28,Female,1,25000
43,Male,16,160000
29,Male,5,80000
39,Female,11,120000
32,Male,6,90000
28,Female,2,45000
40,Male,15,150000
33,Female,8,95000
24,Male,1,25000
35,Female,10,110000
29,Male,4,70000
49,Male,22,220000
26,Female,2,35000
41,Female,13,140000
36,Male,9,110000
28,Female,1,25000
43,Male,16,160000
29,Male,5,80000
39,Female,11,120000
32,Male,6,90000
28,Female,2,45000
40,Male,15,150000
33,Female,8,95000
24,Male,1,25000
35,Female,10,110000
29,Male,4,70000
49,Male,22,220000
26,Female,2,35000
41,Female,13,140000
36,Male,9,110000
28,Female,1,25000
43,Male,16,160000
29,Male,5,80000
39,Female,11,120000
32,Male,6,90000
28,Female,2,45000
40,Male,15,150000
33,Female,8,95000
24,Male,1,25000
35,Female,10,110000
29,Male,4,70000
49,Male,22,220000
26,Female,2,35000
41,Female,13,140000
36,Male,9,110000
28,Female,1,25000
43,Male,16,160000
29,Male,5,80000
39,Female,11,120000
32,Male,6,90000
28,Female,2,45000
40,Male,15,150000
33,Female,8,95000
24,Male,1,25000
35,Female,10,110000
29,Male,4,70000
49,Male,22,220000
26,Female,2,35000
41,Female,13,140000
36,Male,9,110000
28,Female,1,25000
43,Male,16,160000
29,Male,5,80000
39,Female,11,120000
32,Male,6,90000
28,Female,2,45000
40,Male,15,150000
33,Female,8,95000
24,Male,1,25000
35,Female,10,110000
29,Male,4,70000
49,Male,22,220000
26,Female,2,35000
41,Female,13,140000
36,Male,9,110000
28,Female,1,25000
43,Male,16,160000
29,Male,5,80000
39,Female,11,120000
32,Male,6,90000
28,Female,2,45000
40,Male,15,150000
33,Female,8,95000
24,Male,1,25000
35,Female,10,110000
29,Male,4,70000
49,Male,22,220000
26,Female,2,35000
41,Female,13,140000
36,Male,9,110000
28,Female,1,25000
43,Male,16,160000
29,Male,5,80000
34,Male,6,85000
31,Female,4,62000
41,Male,13,138000
27,Female,2,47000
25,Male,1,26000
33,Female,8,95000
45,Male,19,174000
28,Female,2,41000
42,Male,16,162000
34,Female,9,99000
23,Male,1,26000
36,Female,11,117000
30,Male,5,75000
50,Male,23,225000
27,Female,2,36000
43,Female,14,146000
37,Male,10,113000
29,Female,1,26000
44,Male,17,168000
30,Male,6,85000
40,Female,12,122000
33,Male,7,96000
29,Female,3,49000
43,Male,16,162000
34,Female,9,99000
23,Male,1,26000
36,Female,11,117000
30,Male,5,75000
50,Male,23,225000
27,Female,2,36000
43,Female,14,146000
37,Male,10,113000
29,Female,1,26000
44,Male,17,168000
30,Male,6,85000
40,Female,12,122000
33,Male,7,96000
29,Female,3,49000
43,Male,16,162000
34,Female,9,99000
23,Male,1,26000
36,Female,11,117000
30,Male,5,75000
50,Male,23,225000
27,Female,2,36000
43,Female,14,146000
37,Male,10,113000
29,Female,1,26000
44,Male,17,168000
30,Male,6,85000
40,Female,12,122000
33,Male,7,96000
