age,job,marital,education,balance,housing,loan,duration,campaign,deposit
61,self-employed,married,tertiary,10861,no,no,225,1,yes
49,blue-collar,divorced,primary,24,yes,no,701,1,yes
33,blue-collar,single,primary,611,no,no,390,2,yes
25,blue-collar,single,secondary,1857,yes,no,187,1,yes
33,blue-collar,single,secondary,329,no,no,224,1,yes
51,management,married,tertiary,2635,no,no,407,3,yes
32,blue-collar,married,secondary,225,yes,no,574,1,yes
32,admin.,married,secondary,1604,no,yes,625,1,yes
72,retired,married,primary,4657,no,no,255,1,yes
34,admin.,married,secondary,1406,yes,no,63,2,yes
38,technician,married,secondary,6728,no,no,232,1,yes
35,management,married,tertiary,611,no,no,305,2,yes
38,technician,divorced,tertiary,1805,no,no,952,2,yes
43,blue-collar,single,primary,-399,no,yes,662,3,yes
31,technician,single,tertiary,208,no,no,1344,7,yes
30,management,married,tertiary,10884,no,no,333,2,yes
22,student,single,primary,3472,no,no,332,1,yes
46,admin.,married,secondary,556,yes,yes,646,3,yes
52,management,married,tertiary,7192,no,no,1486,1,yes
35,technician,single,tertiary,13460,yes,no,1068,3,yes
71,retired,married,primary,2988,no,no,130,1,yes
30,management,single,tertiary,102,yes,no,364,3,yes
25,student,single,secondary,1868,no,no,259,1,yes
34,management,single,tertiary,-578,yes,no,767,2,yes
51,admin.,married,secondary,241,no,no,308,2,yes
25,services,single,secondary,162,yes,no,531,2,yes
48,management,married,tertiary,5320,yes,no,792,1,yes
42,blue-collar,married,secondary,366,yes,no,324,1,yes
55,management,married,,1504,yes,no,338,2,yes
38,admin.,single,secondary,262,no,no,315,2,yes
26,blue-collar,single,secondary,191,yes,no,550,1,yes
27,admin.,married,tertiary,73,no,no,159,1,yes
75,retired,married,primary,358,no,no,364,11,yes
32,technician,single,secondary,483,no,no,580,3,yes
39,management,single,tertiary,5047,no,no,218,4,yes
46,technician,single,secondary,5862,no,no,84,1,yes
40,management,married,tertiary,0,yes,no,506,2,yes
36,blue-collar,divorced,secondary,2843,no,no,186,1,yes
54,self-employed,divorced,primary,351,yes,no,642,2,yes
42,management,married,tertiary,372,yes,no,153,3,yes
42,management,married,tertiary,27696,no,no,176,2,yes
37,blue-collar,single,secondary,133,yes,no,1388,2,yes
25,student,single,,3,no,no,170,1,yes
29,management,single,tertiary,15459,no,no,264,7,yes
32,management,single,tertiary,2551,yes,no,638,3,yes
64,retired,married,secondary,571,yes,no,1422,2,yes
55,management,married,tertiary,7803,no,no,441,1,yes
56,management,married,primary,0,no,no,996,1,yes
28,admin.,single,,24,yes,no,415,2,yes
52,management,divorced,tertiary,2104,no,no,210,2,yes
36,technician,divorced,secondary,3158,yes,no,144,2,yes
25,student,married,tertiary,10,yes,no,857,4,yes
66,self-employed,married,tertiary,147,no,no,411,1,yes
31,management,single,tertiary,12857,yes,no,483,4,yes
43,technician,divorced,,4389,no,no,632,2,yes
59,management,married,tertiary,474,no,no,252,1,yes
35,management,married,,2326,yes,yes,319,1,yes
48,admin.,married,primary,3644,yes,yes,1039,9,yes
38,admin.,married,tertiary,1988,no,no,164,2,yes
27,admin.,married,secondary,1595,no,no,196,2,yes
25,student,single,secondary,331,no,no,170,4,yes
56,management,married,,4623,no,no,305,1,yes
54,management,divorced,tertiary,12018,yes,no,267,2,yes
36,unemployed,married,tertiary,154,no,no,556,7,yes
31,admin.,single,secondary,190,no,no,514,1,yes
62,entrepreneur,married,secondary,3904,no,no,403,2,yes
31,technician,single,tertiary,882,no,no,293,1,yes
66,retired,divorced,,53,no,no,562,4,yes
32,management,single,tertiary,6542,yes,no,1598,4,yes
40,services,divorced,secondary,687,yes,no,531,1,yes
43,blue-collar,married,primary,3064,yes,no,2453,2,yes
51,housemaid,divorced,secondary,9228,no,no,655,4,yes
34,blue-collar,married,secondary,800,no,no,144,1,yes
47,management,married,tertiary,3505,no,no,434,2,yes
36,management,single,tertiary,5958,yes,no,155,1,yes
27,technician,single,tertiary,667,no,no,866,2,yes
52,services,divorced,secondary,36,yes,yes,930,1,yes
44,housemaid,single,primary,1059,no,no,2093,1,yes
26,technician,married,secondary,915,no,no,384,1,yes
32,technician,married,secondary,1547,no,no,289,1,yes
34,management,married,tertiary,3050,yes,no,469,1,yes
35,technician,married,tertiary,7050,no,no,222,3,yes
32,management,single,tertiary,2,yes,no,100,2,yes
43,self-employed,married,secondary,14144,yes,no,504,1,yes
50,unemployed,married,primary,705,no,no,504,1,yes
40,blue-collar,married,primary,1758,yes,no,1230,3,yes
29,self-employed,single,tertiary,476,yes,no,427,1,yes
32,technician,married,secondary,348,yes,no,926,1,yes
50,management,married,tertiary,5969,no,no,455,1,yes
65,unemployed,married,secondary,3195,no,no,904,1,yes
59,self-employed,married,tertiary,2013,no,no,409,2,yes
44,entrepreneur,married,tertiary,121,no,no,412,1,yes
33,admin.,married,secondary,82,yes,no,735,1,yes
33,management,single,tertiary,935,no,no,385,2,yes
57,unemployed,married,secondary,3754,no,no,1063,2,yes
38,management,single,tertiary,104,yes,no,606,3,yes
49,management,married,tertiary,4751,no,no,884,4,yes
45,blue-collar,married,,1529,yes,no,181,1,yes
25,technician,single,secondary,102,no,yes,574,2,yes
22,housemaid,single,secondary,1796,no,no,369,3,yes
32,management,single,tertiary,935,no,no,161,2,yes
36,services,single,secondary,365,no,no,643,1,yes
32,management,divorced,tertiary,222,no,yes,820,4,yes
45,blue-collar,single,secondary,0,no,no,374,2,yes
35,housemaid,single,secondary,1015,yes,no,406,2,yes
23,student,single,secondary,107,no,no,84,1,yes
50,blue-collar,married,primary,82,no,no,456,1,yes
31,management,married,tertiary,877,no,no,192,1,yes
61,retired,married,tertiary,2557,yes,no,89,1,yes
42,blue-collar,married,primary,1673,yes,no,636,3,yes
39,blue-collar,married,secondary,2467,no,no,207,2,yes
37,technician,single,secondary,980,no,no,1306,5,yes
30,blue-collar,single,secondary,183,yes,no,610,1,yes
55,unemployed,divorced,secondary,387,yes,no,918,1,yes
30,services,divorced,primary,459,yes,no,494,1,yes
57,management,married,tertiary,1227,no,no,232,1,yes
31,unemployed,single,tertiary,302,no,no,349,1,yes
37,entrepreneur,divorced,secondary,175,yes,yes,753,6,yes
34,blue-collar,married,secondary,182,no,no,938,2,yes
31,technician,married,secondary,-367,yes,no,474,2,yes
52,technician,married,tertiary,876,no,no,601,3,yes
48,unemployed,divorced,secondary,201,no,no,594,1,yes
73,retired,married,primary,796,no,no,427,1,yes
54,retired,divorced,tertiary,0,no,no,618,1,yes
38,admin.,married,secondary,1559,no,no,136,2,yes
39,blue-collar,married,primary,70,no,no,813,1,yes
44,self-employed,single,tertiary,2734,yes,no,897,4,yes
29,admin.,single,secondary,3528,no,no,137,1,yes
51,management,married,tertiary,469,no,no,200,1,yes
31,blue-collar,married,secondary,3311,yes,no,719,1,yes
33,services,single,secondary,152,yes,no,202,2,yes
39,self-employed,married,tertiary,1047,no,no,554,1,yes
30,technician,married,secondary,484,yes,no,703,1,yes
39,technician,married,secondary,1587,yes,no,108,2,yes
25,management,married,tertiary,4461,no,no,796,5,yes
57,admin.,single,secondary,3551,yes,no,458,1,yes
35,management,married,tertiary,495,no,no,266,1,yes
27,blue-collar,single,secondary,3792,no,no,279,2,yes
27,technician,single,secondary,489,yes,no,356,4,yes
28,self-employed,single,tertiary,159,no,no,449,2,yes
41,admin.,single,secondary,985,yes,no,274,2,yes
46,blue-collar,married,primary,369,yes,no,916,2,yes
38,management,divorced,secondary,257,yes,no,435,1,yes
35,technician,married,secondary,2779,no,no,118,2,yes
24,services,single,secondary,638,yes,yes,792,3,yes
24,blue-collar,single,secondary,833,yes,no,956,1,yes
28,management,single,tertiary,9314,no,no,276,2,yes
28,admin.,single,secondary,4745,no,no,360,1,yes
53,management,married,secondary,2693,no,no,90,1,yes
45,management,married,tertiary,160,no,no,182,2,yes
33,services,married,secondary,1697,no,no,179,1,yes
51,management,married,tertiary,0,no,no,302,1,yes
32,technician,single,tertiary,-770,yes,no,618,1,yes
65,retired,married,secondary,20806,no,no,523,2,yes
32,blue-collar,married,primary,3136,yes,no,820,1,yes
67,retired,married,primary,1430,no,no,499,2,yes
53,technician,married,secondary,6831,no,no,1130,2,yes
41,blue-collar,divorced,primary,664,no,yes,955,5,yes
30,blue-collar,single,secondary,49,no,no,808,2,yes
37,blue-collar,married,secondary,604,yes,no,371,1,yes
27,technician,single,tertiary,931,yes,no,1078,1,yes
77,retired,married,tertiary,699,no,no,425,2,yes
32,admin.,single,secondary,212,no,no,830,5,yes
25,management,single,tertiary,362,no,no,617,2,yes
32,management,single,tertiary,2667,yes,no,971,2,yes
43,technician,married,secondary,-754,yes,yes,727,3,yes
30,services,married,secondary,517,no,no,141,2,yes
59,management,divorced,tertiary,258,yes,no,266,1,yes
61,retired,married,tertiary,3140,yes,yes,975,4,yes
32,self-employed,single,tertiary,658,yes,no,283,1,yes
37,management,married,tertiary,255,no,no,562,2,yes
51,self-employed,married,tertiary,5350,yes,yes,612,4,yes
55,management,divorced,tertiary,9756,yes,no,103,2,yes
38,management,single,tertiary,3646,yes,no,1710,2,yes
47,admin.,married,secondary,368,no,no,403,1,yes
59,services,divorced,secondary,1,yes,no,602,1,yes
51,retired,married,secondary,1435,no,no,587,1,yes
25,admin.,single,secondary,122,yes,no,481,2,yes
67,retired,divorced,primary,2027,no,no,161,2,yes
58,entrepreneur,married,secondary,496,no,no,132,1,yes
52,management,single,tertiary,83,no,no,1223,6,yes
54,technician,single,tertiary,467,yes,no,674,3,yes
27,technician,single,secondary,0,no,yes,732,1,yes
41,services,married,secondary,471,yes,no,954,2,yes
72,retired,married,secondary,5715,no,no,1114,1,yes
24,blue-collar,married,secondary,-389,yes,yes,1242,1,yes
36,admin.,single,tertiary,364,no,yes,185,1,yes
39,services,married,secondary,25,yes,yes,658,1,yes
55,technician,divorced,secondary,3450,no,no,169,1,yes
35,admin.,married,secondary,2374,yes,no,765,2,yes
32,technician,single,tertiary,5514,no,no,319,1,yes
29,blue-collar,single,tertiary,455,no,no,214,2,yes
59,services,single,secondary,739,no,no,408,1,yes
33,management,married,secondary,336,no,no,179,3,yes
30,services,divorced,secondary,436,yes,no,1720,1,yes
30,management,single,tertiary,536,no,no,309,1,yes
37,management,married,tertiary,0,no,no,268,2,yes
39,management,single,tertiary,0,yes,no,224,3,yes
40,blue-collar,married,,1181,yes,no,718,2,yes
29,management,single,tertiary,265,no,no,491,1,yes
24,unemployed,single,secondary,2573,no,no,375,2,yes
31,blue-collar,married,primary,-537,yes,yes,1039,7,yes
62,management,married,secondary,1128,no,no,236,1,yes
33,admin.,married,,2780,no,no,485,1,yes
67,management,married,tertiary,405,no,no,344,2,yes
44,self-employed,married,secondary,706,no,no,204,1,yes
79,retired,married,secondary,2661,no,no,254,5,yes
30,technician,single,secondary,2734,no,no,459,3,yes
38,housemaid,married,primary,196,no,no,574,1,yes
31,management,single,tertiary,533,no,no,372,1,yes
38,technician,married,secondary,6728,no,no,252,4,yes
36,services,single,secondary,1227,yes,yes,775,5,yes
30,blue-collar,married,secondary,5,no,no,840,3,yes
34,technician,married,tertiary,197,no,no,78,3,yes
27,management,single,primary,13,no,no,475,3,yes
32,admin.,married,tertiary,284,yes,no,717,3,yes
37,management,single,tertiary,33,yes,no,186,1,yes
56,management,married,tertiary,2333,no,no,244,1,yes
28,blue-collar,single,secondary,1705,no,no,412,2,yes
49,blue-collar,married,secondary,2039,yes,no,451,1,yes
23,student,single,secondary,381,no,no,696,1,yes
56,retired,married,secondary,3738,yes,no,156,1,yes
54,blue-collar,divorced,primary,4401,no,no,414,1,yes
59,management,married,tertiary,553,yes,no,1272,3,yes
53,technician,married,secondary,-725,yes,no,1205,1,yes
51,retired,married,primary,67,no,no,835,1,yes
31,unemployed,married,tertiary,330,no,no,309,1,yes
62,management,divorced,tertiary,5943,no,no,196,4,yes
38,technician,single,tertiary,25,yes,no,232,2,yes
25,management,single,tertiary,316,no,no,347,2,yes
43,technician,divorced,,4389,no,no,618,1,yes
45,admin.,divorced,secondary,0,no,no,264,1,yes
78,retired,divorced,primary,1389,no,no,335,1,yes
30,management,single,tertiary,398,no,no,102,1,yes
69,retired,divorced,tertiary,247,no,no,138,2,yes
48,entrepreneur,married,secondary,0,no,yes,431,2,yes
31,admin.,single,secondary,131,yes,no,151,1,yes
57,retired,single,primary,604,no,no,187,1,no
45,admin.,divorced,secondary,0,yes,no,102,1,no
48,blue-collar,married,secondary,238,yes,yes,118,2,no
34,admin.,single,secondary,673,yes,no,89,1,no
37,entrepreneur,married,tertiary,7944,no,no,102,1,no
32,management,married,tertiary,3696,no,no,315,3,no
35,self-employed,married,secondary,347,no,no,231,1,no
31,blue-collar,married,primary,-199,yes,yes,149,5,no
54,technician,married,tertiary,337,yes,no,302,2,no
52,unemployed,married,secondary,5091,no,no,309,1,no
29,self-employed,single,secondary,970,yes,no,240,1,no
34,services,single,secondary,258,yes,no,131,2,no
37,blue-collar,divorced,secondary,614,yes,no,185,1,no
66,housemaid,married,secondary,1929,no,no,169,1,no
33,technician,married,secondary,2362,yes,no,271,4,no
60,retired,married,secondary,8121,yes,yes,98,7,no
55,management,divorced,tertiary,608,yes,no,161,2,no
34,blue-collar,single,secondary,3723,yes,no,47,5,no
52,blue-collar,married,primary,117,no,yes,164,2,no
29,services,married,secondary,363,yes,no,164,1,no
43,services,divorced,secondary,130,yes,no,193,1,no
57,services,divorced,primary,2225,yes,no,8,4,no
32,blue-collar,married,primary,-105,yes,yes,454,19,no
67,,married,tertiary,7687,no,no,70,3,no
45,services,married,secondary,222,no,no,119,11,no
47,technician,single,secondary,736,no,no,212,2,no
31,self-employed,single,tertiary,84,no,no,157,4,no
52,blue-collar,divorced,primary,196,yes,no,119,3,no
41,technician,married,secondary,2123,no,no,130,2,no
35,blue-collar,single,secondary,-482,yes,no,472,1,no
48,management,divorced,tertiary,700,yes,no,488,2,no
53,blue-collar,married,primary,1388,no,no,139,4,no
59,entrepreneur,married,primary,222,no,no,97,1,no
26,blue-collar,single,secondary,592,yes,yes,174,1,no
30,management,married,tertiary,0,no,no,95,2,no
56,self-employed,married,tertiary,411,no,no,145,4,no
41,blue-collar,divorced,secondary,-104,yes,no,32,3,no
52,technician,married,secondary,475,yes,no,121,3,no
35,admin.,single,secondary,181,yes,no,217,4,no
41,management,married,tertiary,653,yes,no,60,2,no
39,management,married,tertiary,0,yes,no,46,2,no
51,management,married,tertiary,0,yes,yes,263,1,no
46,blue-collar,married,secondary,942,no,no,240,3,no
43,technician,divorced,primary,13,no,yes,977,4,no
31,technician,single,secondary,200,no,no,315,2,no
56,unemployed,married,secondary,660,yes,no,72,3,no
35,entrepreneur,married,secondary,1309,yes,no,73,3,no
58,self-employed,married,tertiary,-364,yes,no,355,1,no
33,technician,married,secondary,-616,yes,yes,320,1,no
36,blue-collar,single,secondary,2596,no,no,60,6,no
49,entrepreneur,single,secondary,5802,no,no,175,3,no
47,technician,married,secondary,568,yes,no,256,2,no
61,retired,married,primary,296,yes,yes,323,2,no
45,services,married,secondary,561,yes,no,340,7,no
53,management,divorced,tertiary,2894,yes,no,163,1,no
31,management,married,tertiary,2344,yes,no,221,6,no
35,admin.,married,secondary,1345,yes,no,135,1,no
55,management,married,tertiary,171,yes,no,73,6,no
50,technician,married,secondary,1838,yes,yes,221,8,no
53,,married,,549,no,no,74,2,no
45,admin.,married,secondary,1097,yes,yes,174,1,no
45,unemployed,married,tertiary,1148,no,no,782,2,no
32,technician,single,tertiary,3818,no,no,100,4,no
33,blue-collar,married,primary,934,yes,no,244,2,no
51,blue-collar,married,primary,-637,yes,yes,233,2,no
27,housemaid,married,secondary,65,yes,yes,59,1,no
37,technician,married,secondary,24,yes,no,136,1,no
45,blue-collar,married,primary,907,no,no,230,8,no
40,blue-collar,married,secondary,100,yes,no,218,2,no
41,blue-collar,married,primary,686,yes,no,888,3,no
35,management,single,tertiary,3,yes,yes,217,1,no
62,retired,married,tertiary,4692,yes,no,73,1,no
42,technician,married,secondary,-197,yes,no,66,7,no
38,management,divorced,tertiary,4335,yes,no,640,1,no
36,technician,single,secondary,664,no,no,309,3,no
59,services,married,secondary,307,yes,yes,250,7,no
46,services,divorced,secondary,5,yes,yes,305,2,no
42,blue-collar,married,primary,-67,yes,no,128,1,no
27,student,single,secondary,3754,no,no,106,3,no
44,technician,married,secondary,1139,yes,no,64,1,no
32,services,married,secondary,250,yes,no,202,1,no
32,self-employed,divorced,tertiary,3695,yes,no,34,1,no
43,blue-collar,married,secondary,1025,yes,no,106,1,no
38,management,married,tertiary,328,no,no,230,2,no
40,services,married,secondary,0,yes,no,297,1,no
44,management,married,tertiary,6203,yes,yes,129,1,no
49,management,divorced,tertiary,1904,no,yes,131,2,no
37,management,married,tertiary,347,yes,no,282,1,no
40,unemployed,married,secondary,1289,no,no,260,2,no
54,management,divorced,tertiary,129,yes,no,132,1,no
38,blue-collar,married,primary,178,yes,no,245,1,no
45,management,married,tertiary,81,no,yes,61,3,no
49,self-employed,married,tertiary,599,no,no,174,1,no
46,technician,married,secondary,190,yes,no,370,2,no
39,blue-collar,married,secondary,0,yes,no,262,1,no
56,management,married,tertiary,563,yes,no,100,2,no
37,blue-collar,married,secondary,105,yes,no,69,2,no
39,management,married,tertiary,3518,yes,no,440,1,no
53,self-employed,married,secondary,248,no,yes,99,1,no
38,blue-collar,married,secondary,961,yes,no,346,1,no
25,technician,single,tertiary,640,yes,no,492,2,no
35,technician,married,secondary,1144,no,no,197,13,no
47,unemployed,married,primary,0,no,no,308,1,no
40,management,married,tertiary,4381,no,no,126,2,no
31,self-employed,married,tertiary,1134,no,no,174,2,no
50,technician,married,primary,570,no,no,21,3,no
40,blue-collar,married,secondary,0,yes,no,167,2,no
55,retired,married,tertiary,357,yes,no,526,1,no
31,services,married,secondary,593,yes,no,391,2,no
59,blue-collar,married,primary,229,yes,yes,19,1,no
52,management,married,primary,0,no,no,85,3,no
55,,married,secondary,1157,no,no,289,1,no
49,management,married,tertiary,234,no,no,55,6,no
31,self-employed,married,tertiary,322,yes,no,159,1,no
55,entrepreneur,married,secondary,113,yes,no,186,1,no
38,entrepreneur,married,secondary,2139,yes,no,576,1,no
52,unemployed,married,secondary,2251,yes,no,58,9,no
57,management,divorced,,0,no,no,95,1,no
65,management,divorced,tertiary,2756,no,no,1353,2,no
53,retired,married,tertiary,7132,no,no,88,2,no
34,technician,single,tertiary,2047,yes,no,57,5,no
41,self-employed,single,tertiary,0,no,no,256,1,no
44,unemployed,married,tertiary,1151,yes,no,127,2,no
49,technician,married,secondary,5244,no,no,60,4,no
39,technician,married,secondary,1,yes,no,506,2,no
54,management,married,tertiary,203,no,no,70,1,no
22,student,single,secondary,2162,no,no,168,1,no
31,admin.,married,secondary,337,no,no,51,1,no
53,housemaid,married,,0,no,no,207,1,no
59,technician,divorced,secondary,2,no,no,164,2,no
59,admin.,married,secondary,1365,no,no,327,1,no
56,management,married,tertiary,2366,yes,yes,538,2,no
52,management,divorced,tertiary,-803,yes,no,131,3,no
57,entrepreneur,divorced,tertiary,873,no,no,441,3,no
41,admin.,married,secondary,-76,yes,no,263,1,no
39,housemaid,married,tertiary,2990,no,no,127,4,no
35,management,divorced,tertiary,538,yes,no,66,4,no
53,management,divorced,tertiary,6388,yes,no,203,2,no
35,technician,married,secondary,840,yes,no,281,4,no
25,technician,single,secondary,1847,no,no,137,2,no
34,services,married,secondary,40,yes,no,302,2,no
38,self-employed,married,secondary,30,no,no,91,1,no
42,management,married,primary,860,yes,no,90,3,no
28,self-employed,single,secondary,123,yes,no,97,1,no
35,blue-collar,married,secondary,667,yes,no,10,5,no
34,admin.,single,secondary,601,no,no,184,3,no
32,technician,married,secondary,616,yes,no,118,7,no
38,entrepreneur,married,,259,no,no,63,1,no
32,management,single,tertiary,307,no,no,96,1,no
41,management,married,tertiary,-29,no,no,41,2,no
41,blue-collar,married,secondary,849,yes,yes,100,4,no
26,management,single,tertiary,47,yes,no,63,1,no
60,retired,married,tertiary,2194,yes,no,31,3,no
51,services,married,,3413,no,no,146,7,no
24,services,single,secondary,1299,yes,yes,113,2,no
37,blue-collar,married,,622,yes,no,175,1,no
44,technician,married,secondary,1901,no,no,165,2,no
74,retired,divorced,primary,166,no,no,99,1,no
50,technician,married,secondary,1717,no,no,416,8,no
31,management,single,tertiary,-160,yes,no,202,2,no
31,admin.,married,secondary,89,no,no,297,3,no
25,management,single,tertiary,493,yes,no,301,1,no
39,entrepreneur,married,tertiary,2644,yes,no,253,1,no
30,management,single,tertiary,596,no,no,125,2,no
60,management,married,secondary,0,no,no,321,4,no
48,technician,married,secondary,606,yes,no,231,4,no
30,entrepreneur,married,secondary,-346,yes,yes,88,1,no
43,services,single,secondary,550,yes,no,107,2,no
44,technician,single,primary,237,yes,no,54,1,no
29,blue-collar,single,secondary,415,no,yes,161,1,no
46,unemployed,married,secondary,-125,yes,no,23,1,no
28,blue-collar,single,tertiary,1984,yes,no,32,2,no
34,entrepreneur,married,tertiary,121,yes,no,57,6,no
42,management,divorced,tertiary,266,no,yes,228,1,no
59,retired,married,secondary,1723,no,no,70,1,no
27,blue-collar,single,secondary,1049,no,no,389,3,no
36,blue-collar,married,primary,21,no,no,35,1,no
34,blue-collar,single,secondary,341,yes,no,195,1,no
30,management,married,tertiary,233,yes,no,382,10,no
50,technician,married,tertiary,247,no,no,173,1,no
50,technician,married,tertiary,3117,no,no,44,2,no
45,entrepreneur,married,secondary,242,no,yes,510,1,no
40,blue-collar,single,,24,yes,no,185,1,no
49,management,married,tertiary,7007,no,no,325,2,no
54,retired,married,secondary,1851,no,no,296,3,no
31,blue-collar,single,secondary,573,yes,no,58,1,no
35,self-employed,married,tertiary,1178,yes,yes,220,2,no
34,blue-collar,married,tertiary,748,yes,yes,161,1,no
48,admin.,divorced,secondary,-407,yes,no,210,2,no
51,blue-collar,married,secondary,4695,no,no,8,10,no
47,unemployed,single,tertiary,2500,no,no,240,1,no
45,retired,single,secondary,86,no,no,64,5,no
33,management,married,tertiary,968,no,yes,95,10,no
33,services,single,secondary,192,no,no,255,1,no
27,unemployed,single,primary,93,no,no,4,1,no
47,technician,married,secondary,0,yes,no,234,1,no
54,self-employed,divorced,tertiary,0,yes,yes,309,3,no
37,management,married,tertiary,-491,yes,no,80,2,no
43,,married,,1517,no,no,45,1,no
49,management,married,tertiary,0,yes,no,102,1,no
43,unemployed,married,secondary,775,no,no,98,1,no
27,admin.,single,secondary,276,yes,no,311,2,no
44,services,married,secondary,5781,yes,yes,195,1,no
37,management,divorced,tertiary,0,yes,no,217,6,no
50,services,married,secondary,901,yes,no,8,6,no
50,entrepreneur,married,primary,431,yes,no,12,5,no
52,services,married,primary,911,no,no,29,2,no
26,admin.,single,secondary,96,no,no,606,1,no
35,technician,married,secondary,0,yes,yes,199,1,no
47,services,divorced,secondary,-288,yes,no,107,7,no
55,services,divorced,primary,2923,yes,no,104,2,no
26,blue-collar,single,primary,16,no,yes,249,2,no
37,self-employed,married,secondary,744,yes,yes,161,3,no
56,blue-collar,married,primary,551,no,no,27,1,no
33,management,married,tertiary,322,yes,no,77,3,no
36,blue-collar,married,secondary,199,yes,no,183,1,no
32,management,single,tertiary,0,no,no,360,2,no
30,technician,single,tertiary,0,no,no,262,6,no
39,management,single,tertiary,633,no,no,105,2,no
28,management,single,tertiary,203,no,no,145,2,no
36,self-employed,single,tertiary,583,no,no,859,1,no
39,admin.,single,secondary,2749,yes,no,128,1,no
48,management,divorced,secondary,769,no,yes,58,2,no
34,blue-collar,married,secondary,1924,yes,yes,161,2,no
50,blue-collar,married,primary,1064,yes,no,31,2,no
26,admin.,single,secondary,1099,no,no,99,2,no
35,entrepreneur,married,secondary,2971,no,no,112,2,no
44,blue-collar,married,primary,2657,yes,no,202,2,no
47,management,married,secondary,21,yes,no,229,2,no
62,management,married,tertiary,0,no,no,113,3,no
55,management,single,tertiary,0,no,no,222,3,no
26,management,single,tertiary,9447,no,no,113,1,no
88,retired,married,secondary,433,no,no,161,1,no
28,technician,single,tertiary,375,yes,no,43,1,no
41,services,married,secondary,2399,yes,no,303,2,no
25,technician,single,tertiary,148,no,no,421,1,no
40,entrepreneur,divorced,tertiary,224,no,no,606,1,no
35,blue-collar,married,primary,147,yes,no,358,1,no
65,retired,divorced,secondary,744,no,no,182,1,no
40,self-employed,single,tertiary,-94,yes,no,90,1,no
43,management,divorced,tertiary,9,yes,no,89,5,no
29,management,single,tertiary,1218,no,no,258,2,no
48,management,single,secondary,1106,no,yes,265,1,no
35,blue-collar,married,secondary,0,yes,no,277,1,no
30,technician,single,secondary,167,no,no,9,1,no
32,management,single,tertiary,0,yes,no,415,2,no
30,student,married,tertiary,324,no,no,585,4,no
30,admin.,single,secondary,127,yes,no,16,6,no
24,admin.,married,secondary,230,yes,no,73,1,no
29,technician,married,secondary,344,yes,yes,279,2,no
44,management,married,tertiary,105,yes,no,1529,2,no
42,blue-collar,married,secondary,634,yes,no,256,2,no
45,housemaid,married,primary,317,yes,no,325,2,no
57,housemaid,married,primary,2234,no,no,201,5,no
36,blue-collar,married,primary,223,yes,no,12,3,no
49,technician,married,primary,230,yes,no,96,1,no
30,technician,single,tertiary,0,no,no,214,2,no
48,management,divorced,tertiary,313,no,no,208,1,no
32,services,married,secondary,289,yes,no,63,1,no
35,technician,married,secondary,0,yes,no,139,1,no
40,entrepreneur,married,primary,3676,yes,yes,101,1,no
32,housemaid,married,primary,-184,yes,no,129,2,no
37,admin.,single,tertiary,3954,yes,no,87,1,no
37,management,married,tertiary,2951,no,no,101,3,no
43,management,married,tertiary,78,yes,no,36,1,no
48,technician,married,secondary,1526,no,no,273,2,no
36,technician,married,secondary,0,yes,no,193,5,no
33,unemployed,single,secondary,233,yes,no,221,4,no
33,management,married,secondary,67,yes,yes,316,4,no
36,services,single,primary,38,no,no,308,4,no
65,retired,married,tertiary,1948,no,no,102,2,no
50,housemaid,married,primary,5296,no,no,64,7,no
34,management,single,tertiary,612,no,no,192,1,no
35,entrepreneur,married,secondary,4872,yes,no,34,3,no
32,management,single,tertiary,131,yes,no,112,1,no
34,technician,single,secondary,4943,yes,yes,117,2,no
34,blue-collar,married,secondary,-257,yes,no,160,1,no
33,blue-collar,married,primary,331,yes,no,139,3,no
45,blue-collar,married,secondary,105,yes,yes,119,1,no
35,blue-collar,married,secondary,1160,no,yes,62,1,no
53,technician,married,secondary,4930,no,yes,228,2,no
39,services,divorced,primary,471,yes,no,161,2,no
38,blue-collar,married,secondary,35,yes,no,130,2,no
35,management,single,tertiary,1750,yes,no,422,1,no
52,blue-collar,married,secondary,5275,no,yes,1029,3,no
30,technician,single,secondary,728,yes,no,393,1,no
37,self-employed,married,tertiary,0,no,no,143,1,no
33,self-employed,married,tertiary,263,no,no,79,4,no
52,management,married,tertiary,601,yes,no,249,2,no
29,admin.,married,secondary,6429,yes,yes,535,1,no
28,admin.,single,secondary,1076,yes,no,537,5,no
37,blue-collar,married,secondary,-57,yes,yes,55,5,no
33,admin.,single,tertiary,2,no,no,132,2,no
32,technician,married,tertiary,514,yes,no,414,2,no
25,blue-collar,single,secondary,-375,yes,no,61,2,no
37,technician,married,secondary,28,no,no,101,2,no
34,management,single,tertiary,404,yes,no,10,6,no
40,unemployed,married,secondary,3430,yes,no,1855,3,no
40,management,married,secondary,99,no,no,15,5,no
38,services,married,secondary,2669,yes,no,208,2,no
39,management,single,tertiary,202,yes,no,59,1,no
37,management,single,,715,yes,no,247,2,no
35,blue-collar,married,secondary,674,yes,no,274,2,no
33,management,single,tertiary,312,no,no,271,1,no
38,management,married,tertiary,1463,yes,no,425,4,no
37,management,married,tertiary,789,yes,yes,93,1,no
29,unemployed,single,tertiary,7,no,no,51,1,no
42,services,married,primary,473,yes,no,54,1,no
45,management,divorced,tertiary,3150,yes,no,101,2,no
