Client,Age,Job,Marital ,Education,Balance,Housing,Loan,Duration,Campaign,deposit
6139,26,6,3,2,54,1,2,116,1,0
6140,46,8,1,2,875,1,1,269,3,0
6141,78,3,1,2,631,0,2,95,1,0
6142,47,8,3,2,3434,1,1,337,1,0
6143,80,3,3,2,1610,0,2,71,1,0
6144,25,1,2,3,505,1,2,37,1,0
6145,50,10,3,3,11528,1,2,57,1,0
6146,36,10,1,3,102,1,2,114,1,0
6147,42,2,3,1,-581,1,2,224,1,0
6148,54,10,3,3,0,1,2,140,2,0
6149,43,3,3,1,7298,0,2,36,2,0
6150,29,5,3,2,0,0,2,45,1,0
6151,36,10,3,3,909,1,1,250,3,0
6152,59,5,3,2,337,0,2,100,4,0
6153,47,8,3,2,829,1,1,48,1,0
6154,36,7,2,2,301,1,1,367,1,0
6155,56,7,3,2,147,0,2,203,1,0
6156,55,3,1,2,282,1,2,99,2,0
6157,38,7,1,2,1294,1,2,565,1,0
6158,39,5,1,2,0,1,2,275,2,0
6159,35,10,2,3,995,0,2,39,1,0
6160,54,5,3,1,532,0,2,73,2,0
6161,32,6,2,3,785,0,2,273,1,0
6162,30,7,1,2,3028,1,2,65,5,0
6163,51,5,3,2,1022,1,2,311,3,0
6164,39,10,3,1,0,0,2,308,7,0
6165,46,7,3,2,792,0,2,170,2,0
6166,33,8,2,3,490,1,2,31,1,0
6167,34,10,3,3,417,1,2,138,1,0
6168,33,10,3,3,2071,0,2,106,2,0
6169,55,5,2,1,1187,1,2,193,2,0
6170,49,6,3,2,280,1,2,162,3,0
6171,37,2,3,3,1236,0,2,300,2,0
6172,29,7,2,3,910,1,2,278,1,0
6173,28,10,2,2,-994,1,1,174,2,0
6174,21,2,2,2,1333,0,2,120,1,0
6175,44,6,3,2,850,0,1,220,5,0
6176,30,10,2,3,3773,1,2,99,1,0
6177,46,10,3,3,460,0,2,56,1,0
6178,33,11,3,2,3140,1,1,7,5,0
6179,40,5,3,2,1028,1,1,319,1,0
6180,42,10,2,3,4264,1,2,882,1,0
6181,44,10,1,3,3932,1,2,40,2,0
6182,32,8,3,2,-1,0,2,228,2,0
6183,34,5,3,2,1682,1,1,123,3,0
6184,55,11,3,2,814,0,1,69,12,0
6185,35,6,3,2,819,1,2,102,14,0
6186,47,8,3,2,1265,0,2,137,2,0
6187,29,8,2,3,514,0,2,270,1,0
6188,47,6,3,2,1764,0,1,119,6,0
6189,39,5,3,1,275,1,2,189,2,0
6190,40,5,3,1,592,1,2,80,3,0
6191,42,8,2,2,1143,1,1,106,1,0
6192,31,10,3,3,546,0,2,147,2,0
6193,31,10,3,3,1164,1,1,238,3,0
6194,82,4,1,1,1381,0,2,86,3,0
6195,44,10,1,3,0,0,2,373,1,0
6196,32,6,2,2,659,1,2,12,6,0
6197,40,7,3,2,192,1,1,16,8,0
6198,26,8,2,2,-12,1,2,98,1,0
6199,30,8,2,2,186,1,2,390,1,0
6200,45,5,3,2,2246,1,1,197,2,0
6201,32,10,2,3,124,0,2,87,2,0
6202,56,8,3,2,2087,1,2,146,1,0
6203,58,5,3,2,1298,1,2,516,4,0
6204,28,10,2,2,101,1,2,224,3,0
6205,43,10,3,3,46,0,2,63,8,0
6206,34,11,1,3,262,0,2,371,1,0
6207,40,6,3,2,0,1,2,43,1,0
6208,31,9,2,3,17924,1,2,608,3,0
6209,28,8,3,3,167,1,1,126,2,0
6210,45,8,3,2,967,0,2,63,1,0
6211,33,5,3,2,0,1,2,305,3,0
6212,42,8,3,1,1547,1,1,272,3,0
6213,32,5,3,1,388,1,2,171,2,0
6214,41,9,3,2,1,0,2,55,4,0
6215,32,8,3,2,0,0,2,209,1,0
6216,37,2,3,2,80,0,2,248,2,0
6217,57,8,3,2,4168,1,1,47,1,0
6218,56,10,3,3,0,0,2,844,2,0
6219,37,8,2,2,781,0,2,75,1,0
6220,34,8,3,2,804,1,2,256,9,0
6221,46,5,3,3,993,1,2,78,1,0
6222,40,5,3,1,34,1,2,350,2,0
6223,32,7,2,3,0,0,2,72,4,0
6224,28,8,2,2,520,1,2,29,1,0
6225,46,9,3,2,567,0,2,142,10,0
6226,44,10,3,3,7177,0,2,89,2,0
6227,55,10,1,1,3629,1,2,87,1,0
6228,75,3,1,2,2199,0,2,137,1,0
6229,41,10,3,3,223,1,2,124,1,0
6230,30,5,2,1,185,0,2,11,1,0
6231,33,11,3,2,5809,1,2,219,4,0
6232,43,2,3,2,210,1,2,88,5,0
6233,49,9,3,2,-199,1,1,385,1,0
6234,32,5,3,2,897,1,2,293,3,0
6235,26,5,1,2,0,1,2,48,3,0
6236,55,5,1,2,7378,0,2,316,3,0
6237,46,10,2,3,593,1,2,190,3,0
6238,31,10,3,3,1224,1,1,75,2,0
6239,34,10,3,3,3031,0,2,94,6,0
6240,37,5,3,1,708,1,2,51,1,0
6241,29,7,2,3,542,1,2,338,3,0
6242,24,8,2,3,1141,1,2,230,1,0
6243,46,8,3,2,-42,0,1,181,12,0
6244,41,10,3,3,-556,1,1,127,3,0
6245,52,6,3,2,482,1,1,83,7,0
6246,27,6,2,3,1501,1,2,187,1,0
6247,44,10,3,3,1850,1,2,274,1,0
6248,39,7,3,2,2266,0,2,86,1,0
6249,52,4,3,1,3283,0,2,553,1,0
6250,77,3,2,1,300,0,2,511,1,0
6251,35,7,3,2,1,1,1,85,1,0
6252,49,10,1,3,178,0,2,174,2,0
6253,37,4,3,2,187,0,2,165,1,0
6254,46,10,3,3,229,1,2,197,1,0
6255,43,11,2,3,42,0,2,285,1,0
6256,35,5,3,1,-367,1,2,77,1,0
6257,29,8,2,3,8,0,1,107,1,0
6258,52,4,3,1,256,0,2,137,1,0
6259,55,10,3,2,2410,1,2,135,1,0
6260,33,7,3,3,2976,1,2,465,2,0
6261,40,5,1,2,-426,0,1,245,1,0
6262,39,5,3,2,39,1,2,34,6,0
6263,61,5,1,1,1428,1,2,82,2,0
6264,63,3,3,2,2030,0,2,61,6,0
6265,44,10,3,3,-1636,1,1,257,1,0
6266,52,6,3,2,108,1,2,543,12,0
6267,58,2,2,3,2094,0,2,161,2,0
6268,38,8,3,2,47,1,1,50,11,0
6269,51,4,3,1,618,1,1,69,1,0
6270,29,9,2,3,162,0,1,324,1,0
6271,42,10,3,3,-671,0,2,80,2,0
6272,56,5,3,1,136,0,2,270,1,0
6273,55,7,3,2,6958,1,1,178,2,0
6274,43,5,3,1,953,1,2,135,1,0
6275,27,5,3,2,821,1,1,23,1,0
6276,54,6,3,2,131,0,2,252,2,0
6277,25,10,2,2,1272,1,2,342,2,0
6278,33,5,3,1,-306,1,1,851,4,0
6279,46,8,1,2,3201,1,2,157,3,0
6280,26,6,2,2,1114,0,2,44,2,0
6281,30,8,3,3,4168,0,2,198,1,0
6282,39,7,3,2,0,1,2,203,1,0
6283,58,8,3,2,0,1,2,219,1,0
6284,49,5,3,2,3309,1,2,349,2,0
6285,49,6,3,2,1377,1,2,1101,1,0
6286,43,4,3,2,150,0,2,290,7,0
6287,60,10,3,3,553,1,2,343,1,0
6288,57,7,3,2,458,0,1,177,3,0
6289,38,7,3,2,565,0,2,93,2,0
6290,56,7,3,2,0,1,1,152,1,0
6291,45,9,3,2,2278,0,2,1735,2,0
6292,45,10,3,3,210,1,2,623,1,0
6293,44,5,3,2,15578,1,2,401,1,0
6294,40,5,3,1,236,1,2,167,2,0
6295,38,10,2,3,1704,0,2,222,1,0
6296,55,8,1,2,1693,0,2,247,1,0
6297,40,7,3,2,372,1,2,365,1,0
6298,35,5,2,1,1147,1,1,29,1,0
6299,32,5,3,2,3166,1,2,418,3,0
6300,31,9,3,1,1074,1,2,1438,2,0
6301,49,5,1,2,23,0,2,221,2,0
6302,55,3,3,2,1431,0,1,107,1,0
6303,51,5,3,2,814,1,2,17,8,0
6304,30,2,3,2,142,1,2,350,4,0
6305,37,8,2,2,810,1,2,376,1,0
6306,36,10,3,3,1604,1,2,47,3,0
6307,51,10,1,3,0,1,2,534,4,0
6308,29,8,2,2,488,1,2,105,1,0
6309,32,1,2,2,4110,0,2,119,8,0
6310,36,6,3,2,1746,1,2,15,1,0
6311,32,5,3,2,-208,1,1,325,1,0
6312,56,3,3,1,152,1,1,65,7,0
6313,46,6,3,2,0,0,2,74,4,0
6314,39,8,1,2,399,1,1,133,2,0
6315,57,3,3,1,318,0,2,371,4,0
6316,53,10,3,3,9072,0,2,117,2,0
6317,33,7,3,2,3071,1,1,323,1,0
6318,43,5,1,1,177,0,2,124,1,0
6319,40,10,3,3,10786,0,2,111,3,0
6320,44,8,3,2,0,0,1,76,3,0
6321,59,8,3,1,879,1,2,126,5,0
6322,59,3,3,2,1887,0,2,88,8,0
6323,28,6,2,2,3331,1,2,229,2,0
6324,26,10,2,3,3,1,2,106,1,0
6325,59,10,2,3,7668,0,2,124,1,0
6326,78,3,1,1,55,0,2,143,3,0
6327,33,6,3,1,0,1,2,227,2,0
6328,38,5,1,2,2998,1,2,91,1,0
6329,35,9,3,2,524,1,2,484,4,0
6330,30,7,2,3,106,1,2,119,3,0
6331,31,6,2,2,85,0,2,151,1,0
6332,35,7,3,2,249,0,2,205,8,0
6333,45,10,3,3,10,0,2,133,7,0
6334,40,8,3,2,523,1,1,598,3,0
6335,50,6,3,2,1321,0,2,271,2,0
6336,29,8,2,2,-194,1,2,127,1,0
6337,41,2,2,3,4517,1,2,137,1,0
6338,44,7,3,3,964,0,2,158,2,0
6339,29,10,2,2,923,0,2,333,1,0
6340,49,7,1,2,2677,1,1,67,3,0
6341,30,8,2,2,873,0,2,301,1,0
6342,37,5,3,2,-1050,1,2,548,2,0
6343,52,8,1,2,361,0,1,147,1,0
6344,30,10,2,3,1466,0,2,111,4,0
6345,40,8,2,2,782,1,2,94,5,0
6346,33,5,3,2,3576,1,2,124,1,0
6347,34,9,2,2,3,1,2,301,1,0
6348,33,5,3,2,-112,1,2,132,1,0
6349,35,2,3,2,759,0,2,556,3,0
6350,54,10,3,3,195,0,1,47,1,0
6351,32,6,3,2,15,1,2,391,1,0
6352,32,7,3,3,-1053,1,2,357,3,0
6353,44,10,3,2,488,0,1,138,2,0
6354,53,7,3,2,287,0,2,13,5,0
6355,53,8,3,2,578,0,2,59,2,0
6356,40,10,2,3,1509,0,2,333,1,0
6357,29,8,2,2,3794,0,2,249,1,0
6358,36,4,3,1,4324,1,2,565,4,0
6359,40,5,1,2,793,1,2,109,1,0
6360,58,6,3,1,943,1,2,243,3,0
6361,34,10,3,3,0,1,1,129,1,0
6362,60,5,3,2,19447,1,2,196,1,0
6363,23,1,2,2,565,0,2,162,7,0
6364,59,10,3,2,1541,0,2,790,1,0
6365,42,7,3,3,1079,0,2,61,2,0
6366,50,10,3,3,0,0,2,232,3,0
6367,31,10,2,2,1310,1,2,12,2,0
6368,31,10,2,3,98,0,2,69,2,0
6369,28,8,3,2,5,1,2,121,1,0
6370,56,8,3,1,0,1,2,353,2,0
6371,23,1,2,2,9216,0,2,471,2,0
6372,30,11,3,2,2551,1,2,142,2,0
6373,54,7,3,2,0,0,2,159,2,0
6374,35,5,3,2,154,1,2,211,4,0
6375,29,8,3,2,-150,1,2,328,1,0
6376,48,10,3,1,427,0,2,62,1,0
6377,43,8,2,3,664,1,2,119,1,0
6378,40,10,2,3,0,0,2,58,7,0
6379,38,11,3,2,680,1,2,144,2,0
6380,30,8,3,2,4,0,2,7,2,0
6381,60,5,3,2,196,0,2,583,3,0
6382,31,11,1,2,290,1,2,230,1,0
6383,28,1,2,3,221,1,2,176,1,0
6384,31,7,3,2,180,0,2,222,1,0
6385,48,6,2,1,-139,0,2,75,2,0
6386,36,5,2,1,79,0,2,9,3,0
6387,41,10,1,3,236,0,2,159,2,0
6388,35,10,2,3,1120,0,2,4,1,0
6389,51,10,1,3,-2282,1,1,301,6,0
6390,35,5,3,2,2200,1,2,14,1,0
6391,51,10,2,2,-461,1,2,33,2,0
6392,56,5,3,2,385,0,2,210,3,0
6393,59,3,3,2,2291,0,1,127,3,0
6394,27,6,3,2,54,1,2,97,1,0
6395,48,6,3,2,2850,1,2,107,3,0
6396,24,8,2,2,1235,1,1,76,3,0
6397,56,8,3,2,360,1,1,98,2,0
6398,34,10,3,3,1352,0,2,265,2,0
6399,35,7,3,2,905,0,1,114,2,0
6400,57,3,3,3,138,0,2,157,5,0
6401,30,5,2,2,0,1,2,768,2,0
6402,40,8,1,2,221,1,2,154,2,0
6403,48,5,3,1,-254,0,1,134,4,0
6404,35,10,3,3,1510,1,2,61,1,0
6405,46,6,3,2,1757,1,2,380,4,0
6406,30,5,3,1,0,1,2,239,2,0
6407,37,6,2,2,934,1,2,242,3,0
6408,30,2,3,3,0,1,2,756,1,0
6409,46,10,3,3,1217,1,2,236,1,0
6410,43,5,1,1,-57,1,2,221,2,0
6411,40,5,2,2,82,1,2,135,6,0
6412,34,2,3,2,438,1,1,272,1,0
6413,43,8,1,2,729,1,2,668,2,0
6414,31,6,3,2,0,1,2,224,2,0
6415,37,5,3,2,374,1,2,944,3,0
6416,49,9,2,3,-341,0,1,920,2,0
6417,38,5,3,2,-367,1,1,354,1,0
6418,27,8,2,2,592,1,1,466,3,0
6419,35,10,1,3,457,1,2,114,3,0
6420,47,2,2,2,4819,0,2,144,1,0
6421,56,5,3,1,-85,1,1,118,1,0
6422,26,9,2,2,467,1,1,90,2,0
6423,29,8,2,2,-309,1,1,215,1,0
6424,53,5,3,2,21522,0,2,146,4,0
6425,38,5,3,1,467,1,2,379,1,0
6426,33,5,3,3,870,0,1,545,3,0
6427,30,5,2,2,-93,1,2,149,2,0
6428,36,8,3,2,75,1,2,52,4,0
6429,37,5,2,2,292,0,2,9,1,0
6430,60,5,3,2,0,0,1,124,1,0
6431,48,10,3,3,263,1,2,350,2,0
6432,32,10,3,3,134,0,1,162,2,0
6433,31,9,2,3,91,0,2,206,1,0
6434,54,10,3,3,0,0,1,307,3,0
6435,31,9,3,3,229,0,2,184,1,0
6436,31,5,3,2,892,1,2,25,22,0
6437,29,6,2,2,197,1,2,19,2,0
6438,23,5,3,1,-213,0,2,165,2,0
6439,51,10,3,3,-321,0,2,470,2,0
6440,32,5,2,2,604,0,2,410,2,0
6441,48,10,3,1,606,0,2,77,6,0
6442,32,5,3,1,1518,1,2,35,3,0
6443,44,4,3,2,192,0,2,232,2,0
6444,35,10,3,3,0,1,1,86,4,0
6445,46,7,3,2,289,0,2,51,3,0
6446,31,8,3,2,535,0,2,249,3,0
6447,31,5,2,2,33,1,2,214,4,0
6448,36,5,3,1,243,1,1,118,2,0
6449,35,6,3,3,0,1,2,312,2,0
6450,35,6,3,2,1279,1,2,114,5,0
6451,36,7,3,3,1327,0,2,174,2,0
6452,52,5,3,3,297,1,2,62,2,0
6453,27,7,2,2,740,1,2,294,1,0
6454,47,6,3,2,278,1,2,51,1,0
6455,43,2,3,2,553,0,2,125,1,0
6456,41,11,3,1,406,0,2,272,1,0
6457,18,1,2,2,5,0,2,143,2,0
6458,45,5,3,2,2071,0,1,1148,2,0
6459,41,7,3,2,0,0,2,411,2,0
6460,34,7,3,3,932,1,2,218,1,0
6461,46,6,3,2,-119,1,2,151,3,0
6462,38,7,3,2,381,1,2,126,2,0
6463,23,6,3,2,1309,1,2,349,2,0
6464,73,3,3,1,542,0,2,107,5,0
6465,41,7,3,2,30,1,2,151,1,0
6466,43,10,2,3,0,0,2,155,2,0
6467,51,10,3,3,-15,0,2,212,2,0
6468,45,6,3,2,318,0,2,63,2,0
6469,47,4,1,1,1405,0,2,127,1,0
6470,35,5,3,3,5271,1,2,119,2,0
6471,38,8,1,2,-51,0,1,102,1,0
6472,31,10,3,3,3914,0,1,266,1,0
6473,49,11,3,3,4976,1,2,105,1,0
6474,29,5,2,2,16,0,2,197,3,0
6475,39,8,3,2,1595,1,2,102,2,0
6476,41,11,3,3,306,1,2,102,3,0
6477,34,5,2,2,215,0,2,329,1,0
6478,39,10,2,3,0,1,2,561,4,0
6479,78,3,1,2,2628,0,2,129,2,0
6480,33,10,3,3,1778,0,2,134,1,0
6481,59,3,3,1,1423,1,2,584,2,0
6482,52,10,3,3,659,0,2,517,4,0
6483,35,11,3,3,-31,1,2,171,2,0
6484,43,8,3,2,-204,1,2,163,2,0
6485,43,7,2,2,1462,0,2,75,2,0
6486,36,5,3,2,723,1,2,101,2,0
6487,36,8,2,3,3954,1,2,432,1,0
6488,45,2,2,2,33,0,2,437,1,0
6489,47,10,3,1,4151,1,2,114,1,0
6490,38,8,1,2,0,0,1,126,3,0
6491,45,11,3,3,219,1,1,118,4,0
6492,33,7,3,3,2728,0,2,295,2,0
6493,38,10,1,3,76,0,2,220,3,0
6494,36,7,3,3,4388,0,2,52,3,0
6495,38,5,3,2,-210,1,2,21,1,0
6496,34,9,3,3,2427,0,2,90,3,0
6497,32,8,2,2,45,1,1,908,3,0
6498,49,7,3,2,-74,1,2,114,1,0
6499,37,10,2,3,2173,0,2,158,3,0
6500,47,7,1,3,8422,0,2,200,4,0
6501,28,9,3,3,120,1,1,130,3,0
6502,29,8,1,2,1320,1,1,489,1,0
6503,30,6,2,2,245,0,1,187,2,0
6504,34,8,1,1,9569,1,2,43,2,0
6505,39,7,2,2,0,1,2,130,1,0
6506,26,5,3,2,2770,1,2,141,1,0
6507,38,7,1,2,1221,1,1,73,7,0
6508,47,8,3,2,298,1,2,183,1,0
6509,61,10,3,2,967,0,2,180,1,0
6510,35,7,3,2,0,0,2,125,2,0
6511,34,8,3,2,0,1,2,30,4,0
6512,34,11,3,2,1368,1,2,252,2,0
6513,56,7,2,2,751,1,2,43,8,0
6514,47,6,3,2,2597,1,2,323,1,0
6515,36,2,3,2,-35,0,2,339,3,0
6516,43,7,3,2,629,0,2,196,1,0
6517,51,8,3,1,1330,1,2,415,8,0
6518,40,7,2,2,277,1,2,274,2,0
6519,38,6,3,3,1018,0,2,325,3,0
6520,34,10,3,3,11,1,2,654,1,0
6521,47,9,3,3,0,0,2,28,1,0
6522,57,11,3,2,905,0,2,121,1,0
6523,35,7,3,2,15474,0,2,89,1,0
6524,45,10,3,3,54,1,2,107,3,0
6525,55,2,3,2,-246,0,1,305,2,0
6526,54,10,3,2,0,0,2,106,1,0
6527,39,6,3,1,1951,1,2,208,2,0
6528,58,6,3,1,65,0,2,162,1,0
6529,31,8,3,2,368,1,2,414,5,0
6530,35,5,3,1,51,1,2,593,2,0
6531,45,7,3,2,3492,1,1,46,4,0
6532,44,8,1,2,21,1,2,681,3,0
6533,57,5,3,1,8403,0,2,11,11,0
6534,41,7,3,2,978,0,2,55,2,0
6535,42,5,3,2,165,1,2,333,2,0
6536,49,7,2,2,350,0,2,91,3,0
6537,52,9,1,2,385,0,1,96,4,0
6538,57,5,3,2,2058,1,2,23,2,0
6539,29,10,2,3,-11,1,2,164,2,0
6540,34,5,2,1,505,1,2,351,1,0
6541,36,10,3,3,-547,1,2,267,1,0
6542,39,10,3,3,562,0,2,303,2,0
6543,53,5,1,1,4222,0,2,112,1,0
6544,40,6,3,2,105,1,2,161,1,0
6545,38,6,2,2,0,1,2,166,2,0
6546,34,8,2,2,66,1,2,237,1,0
6547,40,6,3,2,0,1,1,226,2,0
6548,39,10,3,2,13578,1,2,185,2,0
6549,51,7,2,3,11222,1,2,126,2,0
6550,33,8,3,2,1737,0,2,524,2,0
6551,59,10,1,3,59,1,2,273,1,0
6552,30,7,2,2,54,0,2,194,2,0
6553,61,7,3,1,2282,0,2,1092,1,0
6554,24,8,3,2,299,1,2,209,1,0
6555,36,10,3,3,396,0,2,67,5,0
6556,34,7,2,3,184,1,2,87,3,0
6557,47,5,3,1,475,1,1,99,2,0
6558,40,7,3,2,-496,0,2,22,2,0
6559,46,7,1,2,117,0,2,94,2,0
6560,32,10,3,3,713,1,2,76,7,0
6561,39,10,3,3,45,0,2,148,4,0
6562,35,10,2,3,1496,1,2,73,4,0
6563,37,6,2,1,0,0,1,155,6,0
6564,45,7,3,2,886,1,2,75,2,0
6565,38,5,3,1,4592,1,2,360,1,0
6566,52,7,3,2,-38,0,2,613,1,0
6567,28,5,2,1,431,1,2,68,2,0
6568,35,10,2,3,-292,1,2,166,2,0
6569,45,7,3,2,2571,0,2,146,2,0
6570,33,10,2,3,191,0,1,678,4,0
6571,42,7,1,2,1689,1,2,50,2,0
6572,23,1,2,2,8494,0,2,158,2,0
6573,49,11,1,2,159,1,2,95,3,0
6574,52,7,3,3,7,0,1,175,1,0
6575,27,10,2,2,35,0,2,255,1,0
6576,34,10,3,2,1007,1,2,240,2,0
6577,31,7,3,2,106,1,2,101,13,0
6578,45,8,3,2,0,1,2,108,5,0
6579,32,8,3,2,0,0,2,206,3,0
6580,51,5,3,1,216,1,2,666,3,0
6581,56,10,3,3,746,0,2,193,1,0
6582,44,8,3,2,764,1,2,232,1,0
6583,41,5,3,2,193,1,2,130,1,0
6584,54,9,3,3,368,0,2,7,4,0
6585,31,7,2,2,205,1,2,342,2,0
6586,25,8,2,2,96,1,2,176,2,0
6587,50,7,1,2,8016,0,2,903,4,0
6588,41,11,3,3,221,1,2,57,2,0
6589,33,2,2,3,157,1,2,897,5,0
6590,49,5,3,1,4830,1,2,350,1,0
6591,34,7,2,3,1039,0,2,342,3,0
6592,60,3,3,1,71,0,2,121,3,0
6593,45,8,3,2,1214,1,2,150,2,0
6594,40,9,3,2,0,0,2,61,1,0
6595,50,8,1,2,0,1,2,174,1,0
6596,27,10,2,2,116,1,2,138,2,0
6597,53,7,3,2,100,0,2,205,4,0
6598,31,6,2,2,91,1,2,111,2,0
6599,24,5,2,2,-398,1,2,14,3,0
6600,68,3,3,3,2820,0,2,158,1,0
6601,27,6,2,2,223,1,1,297,2,0
6602,46,10,2,3,2278,0,2,218,5,0
6603,23,7,2,2,-782,1,1,197,10,0
6604,76,3,3,2,8919,0,2,231,1,0
6605,48,11,3,2,104,1,1,55,1,0
6606,60,10,3,3,3387,0,2,636,2,0
6607,46,11,3,2,0,0,1,115,1,0
6608,36,8,2,2,449,1,2,136,3,0
6609,30,7,2,2,4787,1,2,266,1,0
6610,33,10,2,3,1240,1,2,505,2,0
6611,36,8,2,2,191,1,2,18,7,0
6612,44,5,3,3,2185,1,2,698,1,0
6613,36,8,2,2,0,1,2,139,2,0
6614,44,7,3,2,2857,0,2,318,2,0
6615,70,3,3,1,3782,0,2,618,1,0
6616,48,7,1,3,83,0,1,243,6,0
6617,52,10,3,3,6,0,2,57,1,0
6618,34,8,2,2,88,1,2,169,2,0
6619,35,7,3,2,294,1,2,238,6,0
6620,54,11,3,3,84,0,2,34,2,0
6621,47,7,1,2,84,0,2,49,2,0
6622,38,5,3,2,602,1,2,161,12,0
6623,41,10,1,2,0,0,2,438,2,0
6624,28,5,3,2,-470,1,2,275,2,0
6625,58,6,3,2,-37,0,1,150,2,0
6626,59,8,3,2,2145,0,2,273,2,0
6627,32,10,3,3,937,0,2,61,1,0
6628,55,5,3,2,2059,1,2,149,1,0
6629,38,5,3,2,3598,0,2,154,1,0
6630,40,5,3,1,1206,0,1,201,5,0
6631,45,11,1,3,1273,1,1,206,2,0
6632,42,11,3,2,46,0,2,1013,1,0
6633,53,9,3,2,534,1,2,115,4,0
6634,32,7,3,2,-300,0,2,226,9,0
6635,55,4,3,1,4,0,2,85,3,0
6636,54,6,3,2,386,0,1,74,1,0
6637,46,5,3,2,-396,0,1,115,1,0
6638,39,10,3,3,0,1,2,112,1,0
6639,36,10,1,3,14930,0,2,190,1,0
6640,44,10,3,3,-600,1,2,360,1,0
6641,28,1,2,3,3733,1,2,419,5,0
6642,36,8,3,2,465,1,2,160,1,0
6643,43,7,3,2,994,1,1,51,1,0
6644,25,5,3,2,758,1,2,504,3,0
6645,31,10,3,3,256,1,2,28,24,0
6646,60,3,3,3,3461,0,2,128,2,0
6647,29,7,1,2,124,0,2,125,1,0
6648,46,6,1,2,355,1,2,122,2,0
6649,31,10,3,3,1514,0,2,284,2,0
6650,31,10,3,3,40,0,2,118,2,0
6651,45,5,3,2,-320,1,2,204,3,0
6652,60,3,3,1,566,0,1,423,1,0
6653,50,4,3,2,388,0,2,152,2,0
6654,34,10,3,3,577,1,2,243,2,0
6655,33,8,3,2,17,1,2,74,1,0
6656,57,4,3,1,260,1,2,38,3,0
6657,38,9,1,2,0,1,2,84,1,0
6658,42,10,3,3,1823,1,2,31,1,0
6659,54,9,3,1,1463,0,2,60,1,0
6660,46,6,1,2,3390,0,2,152,3,0
6661,59,10,3,1,2769,1,2,104,1,0
6662,38,9,3,2,215,1,2,70,1,0
6663,49,7,3,2,12531,0,2,77,8,0
6664,49,7,3,3,80,0,2,123,1,0
6665,30,7,1,3,317,1,2,67,5,0
6666,52,9,2,1,217,0,1,193,6,0
6667,38,8,3,2,4874,0,2,1291,3,0
6668,44,8,2,2,275,1,2,7,5,0
6669,39,10,3,1,738,1,1,215,3,0
6670,38,8,3,2,1839,0,2,63,2,0
6671,36,7,1,2,556,1,2,154,3,0
6672,32,6,3,2,207,1,2,360,1,0
6673,57,8,1,2,-461,1,1,145,8,0
6674,45,5,3,1,789,0,1,79,1,0
6675,43,10,1,3,1133,1,2,131,1,0
6676,42,8,2,2,4253,1,2,146,1,0
6677,58,3,3,2,255,0,2,362,3,0
6678,53,2,3,2,582,1,2,96,2,0
6679,30,7,3,2,743,0,2,142,2,0
6680,40,5,3,1,570,1,2,109,3,0
6681,35,8,3,2,786,0,1,322,1,0
6682,34,6,3,2,295,1,1,64,1,0
6683,35,10,3,3,2583,0,2,210,1,0
6684,28,5,2,2,1285,0,2,199,2,0
6685,39,7,2,2,287,1,2,84,3,0
6686,51,8,3,1,658,1,2,369,1,0
6687,29,5,3,2,246,1,2,194,5,0
6688,44,11,3,3,3463,1,1,210,3,0
6689,32,5,1,2,291,1,1,120,6,0
6690,28,8,2,2,19,0,2,78,4,0
6691,53,5,3,2,5700,1,2,97,1,0
6692,81,3,1,2,0,0,2,128,1,0
6693,33,5,3,2,-346,1,1,29,3,0
6694,37,11,3,3,-456,1,1,42,7,0
6695,37,7,3,2,5953,0,2,1113,1,0
6696,35,7,2,2,1693,1,2,58,1,0
6697,30,8,3,2,350,0,1,171,5,0
6698,43,5,3,1,-181,1,2,351,1,0
6699,45,3,1,2,1735,0,1,306,1,0
6700,34,5,3,2,157,1,2,254,2,0
6701,40,8,3,2,67,0,1,359,2,0
6702,60,8,3,1,-444,0,1,227,1,0
6703,54,9,3,1,0,0,1,130,2,0
6704,39,5,3,2,171,1,1,153,1,0
6705,44,8,3,2,262,1,2,74,1,0
6706,32,7,3,3,0,1,2,231,4,0
6707,34,5,3,2,965,1,2,372,2,0
6708,44,10,3,3,0,0,2,27,1,0
6709,30,10,2,3,6392,1,2,335,1,0
6710,47,10,3,2,194,0,2,108,1,0
6711,74,3,1,1,2308,0,2,251,2,0
6712,27,8,3,2,941,1,2,124,1,0
6713,34,4,1,1,46,1,2,31,2,0
6714,52,4,1,2,131,1,1,87,1,0
6715,32,6,3,2,1844,1,1,158,4,0
6716,42,8,3,2,281,1,2,118,1,0
6717,31,7,2,2,109,1,2,419,1,0
6718,31,7,1,2,268,0,2,118,2,0
6719,31,8,3,2,298,1,1,518,1,0
6720,57,11,3,2,-525,0,1,337,1,0
6721,40,10,3,1,738,1,1,399,2,0
6722,23,5,3,2,94,1,2,193,1,0
6723,43,10,1,2,7702,0,2,108,7,0
6724,45,8,1,2,857,0,2,49,7,0
6725,58,7,1,2,-354,1,1,98,1,0
6726,38,5,3,2,0,1,2,477,2,0
6727,48,8,3,2,112,0,2,139,5,0
6728,47,7,1,2,5735,0,2,282,4,0
6729,49,7,1,3,1807,1,2,225,1,0
6730,28,5,2,1,-30,1,2,108,5,0
6731,31,1,2,2,216,0,2,138,1,0
6732,38,7,3,3,127,1,2,113,1,0
6733,43,5,3,2,1096,0,1,180,1,0
